,County,num_solar,num_gas,num_oil,num_hydro,num_wind,num_coal,num_biomass,num_storage,num_cogeneration,num_geothermal,num_petcoke,num_nuclear,num_other
1027,"Caledonia County, Vermont",0,0,0,5,1,0,0,0,0,0,0,0,0
1028,"Franklin County, Ohio",0,0,4,0,0,0,0,0,0,0,0,0,0
1029,"Cass County, Missouri",0,3,0,0,0,0,0,0,0,0,0,0,0
1030,"De Soto Parish, Louisiana",0,0,0,0,0,1,1,0,0,0,0,0,0
1031,"Washtenaw County, Michigan",1,2,2,0,0,0,0,0,0,0,0,0,0
1032,"Sullivan County, Tennessee",0,0,0,2,0,1,1,0,0,0,0,0,0
1033,"Martin County, North Carolina",15,0,0,0,0,0,0,0,0,0,0,0,0
1034,"Marathon County, Wisconsin",0,0,1,2,0,1,1,0,0,0,0,0,0
1035,"Mineral County, Nevada",1,0,0,0,0,0,0,0,0,2,0,0,0
1036,"Dorchester County, South Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0
1037,"Hanover County, Virginia",0,1,0,0,0,0,0,0,0,0,0,0,0
1038,"Sevier County, Tennessee",0,0,0,1,0,0,0,0,0,0,0,0,0
1039,"Tuscarawas County, Ohio",0,0,1,0,0,1,0,0,0,0,0,0,0
1040,"Dutchess County, New York",4,0,1,1,0,0,0,0,0,0,0,0,0
1041,"St. Charles Parish, Louisiana",0,5,0,0,0,0,0,0,0,0,0,1,0
1042,"Walton County, Georgia",4,3,0,0,0,0,0,0,0,0,0,0,0
1043,"Muskingum County, Ohio",0,1,0,0,0,0,0,0,0,0,0,0,0
1044,"Grady County, Oklahoma",1,0,0,0,4,0,0,0,0,0,0,0,0
1045,"Portage County, Wisconsin",0,1,0,3,0,0,0,0,0,0,0,0,0
1046,"Schenectady County, New York",3,0,0,0,0,0,0,0,0,0,0,0,0
1047,"Laurens County, Georgia",1,0,0,0,0,0,0,0,0,0,0,0,0
1048,"Saint Louis County, Minnesota",0,1,0,1,1,1,0,0,0,0,0,0,1
1049,"Carbon County, Wyoming",0,1,0,2,8,0,0,0,0,0,0,0,0
1050,"Washington County, Oregon",1,0,0,0,0,0,1,0,0,0,0,0,0
1051,"Durham County, North Carolina",4,0,0,0,0,0,0,0,0,0,0,0,0
1052,"Aleutians West Census Area, Alaska",0,0,4,0,0,0,0,0,0,0,0,0,0
1053,"Clearwater County, Idaho",0,0,0,2,0,0,0,0,0,0,0,0,0
1054,"Autauga County, Alabama",0,3,0,1,0,0,1,0,0,0,0,0,0
1055,"Shelby County, Alabama",0,1,0,0,0,0,0,0,0,0,0,0,0
1056,"Mercer County, Kentucky",0,1,0,0,0,0,0,0,0,0,0,0,0
1057,"Kodiak Island, Alaska",0,0,3,1,1,0,0,2,0,0,0,0,0
1058,"Maverick County, Texas",0,0,0,1,0,0,0,0,0,0,0,0,0
1059,"Garfield County, Colorado",4,1,0,1,0,0,0,0,0,0,0,0,0
1060,"Morgan County, Indiana",0,1,0,0,0,0,0,0,0,0,0,0,0
1061,"Oakland County, Michigan",0,2,3,0,0,0,0,0,0,0,0,0,0
1062,"Delaware County, Iowa",0,0,2,0,1,0,0,0,0,0,0,0,0
1063,"Elkhart County, Indiana",1,0,0,1,0,0,1,0,0,0,0,0,0
1064,"Cowley County, Kansas",0,2,1,0,0,0,0,0,0,0,0,0,0
1065,"Hunterdon County, New Jersey",13,0,0,0,0,0,0,0,0,0,0,0,0
1066,"Centre County, Pennsylvania",1,2,0,0,0,0,0,0,0,0,0,0,0
1067,"Anderson County, Kansas",0,0,1,0,0,0,0,0,1,0,0,0,0
1068,"Muscatine County, Iowa",1,0,2,0,0,1,0,0,0,0,0,0,0
1069,"Penobscot County, Maine",0,2,0,9,2,0,0,0,0,0,0,0,0
1070,"Harrison County, Texas",0,2,0,0,0,1,0,0,0,0,0,0,0
1071,"Talbot County, Maryland",1,0,2,0,0,0,0,0,0,0,0,0,0
1072,"Scotland County, North Carolina",12,0,0,0,0,0,0,0,0,0,0,0,0
1073,"Summit County, Utah",0,0,0,2,0,0,0,0,0,0,0,0,0
1074,"Ingham County, Michigan",1,2,0,0,0,1,0,0,0,0,0,0,0
1075,"Guthrie County, Iowa",0,0,2,0,1,0,0,0,0,0,0,0,0
1076,"Ector County, Texas",0,3,0,0,0,0,0,0,0,0,0,0,0
1077,"McLennan County, Texas",2,0,0,0,0,1,0,0,0,0,0,0,0
1078,"Gladwin County, Michigan",0,0,0,3,0,0,0,0,0,0,0,0,0
1079,"Sheboygan County, Wisconsin",0,1,0,0,0,1,0,0,0,0,0,0,0
1080,"Upson County, Georgia",1,1,0,0,0,0,0,0,0,0,0,0,0
1081,"Daviess County, Indiana",1,0,0,0,0,1,0,0,0,0,0,0,0
1082,"Appling County, Georgia",0,0,0,0,0,0,0,0,0,0,0,1,0
1083,"Effingham County, Georgia",2,3,0,0,0,0,0,0,0,0,1,0,0
1084,"Nassau County, Florida",0,1,0,0,0,0,1,0,0,0,0,0,0
1085,"Matanuska-Susitna, Alaska",0,0,0,1,0,0,0,0,0,0,0,0,0
1086,"Adams County, Idaho",0,0,0,2,0,0,0,0,0,0,0,0,0
1087,"Cedar County, Missouri",1,0,0,1,0,0,0,0,0,0,0,0,0
1088,"Spotsylvania County, Virginia",0,0,1,0,0,0,0,0,0,0,0,0,0
1089,"Douglas County, Nebraska",0,0,1,0,0,1,1,0,0,0,0,0,0
1090,"Union County, Oregon",0,0,0,0,1,0,0,0,0,0,0,0,0
1091,"Washington County, Arkansas",1,3,0,0,0,0,0,2,0,0,0,0,0
1092,"Rockingham County, Virginia",1,1,1,0,0,0,1,0,0,0,0,0,0
1093,"Monroe County, Indiana",1,0,0,0,0,0,0,0,0,0,0,0,0
1094,"Barton County, Kansas",0,2,1,0,0,0,0,0,0,0,0,0,0
1095,"Sebastian County, Arkansas",0,0,0,1,0,0,0,0,0,0,0,0,0
1096,"Wilson County, North Carolina",13,0,1,0,0,0,0,0,0,0,0,0,0
1097,"Milwaukee County, Wisconsin",1,2,0,0,0,2,2,0,0,0,0,0,0
1098,"St. Francois County, Missouri",1,0,3,0,0,0,0,0,0,0,0,0,0
1099,"Daviess County, Kentucky",0,0,0,0,0,1,0,0,0,0,0,0,0
1100,"Juneau County, Wisconsin",3,0,2,1,0,0,0,0,0,0,0,0,0
1101,"Franklin County, Washington",0,0,0,5,0,0,0,0,0,0,0,0,0
1102,"Dixon County, Nebraska",0,2,0,0,1,0,0,0,0,0,0,0,0
1103,"Cerro Gordo County, Iowa",0,1,1,0,1,0,0,0,0,0,0,0,0
1104,"Emmons County, North Dakota",0,0,0,0,1,0,0,0,0,0,0,0,0
1105,"DeKalb County, Georgia",2,0,2,0,0,0,0,0,0,0,0,0,0
1106,"Emporia, Virginia",0,0,0,1,0,0,0,0,0,0,0,0,0
1107,"Lyon County, Kansas",0,1,1,0,0,0,0,0,0,0,0,0,0
1108,"Ransom County, North Dakota",0,0,0,0,0,0,0,0,0,0,0,0,0
1109,"Shelby County, Illinois",0,2,0,0,0,0,0,0,0,0,0,0,0
1110,"San Benito County, California",3,0,0,0,0,0,0,0,0,0,0,0,0
1111,"Glenn County, California",1,0,0,1,0,0,0,0,0,0,0,0,0
1112,"Orange County, Texas",0,4,0,0,0,0,1,0,0,0,0,0,0
1113,"Ellis County, Texas",0,2,0,0,0,0,0,0,0,0,0,0,0
1114,"Iberia Parish, Louisiana",0,0,0,0,0,0,0,0,0,0,0,0,0
1115,"Erie County, Pennsylvania",0,1,0,0,0,0,0,0,0,0,0,0,0
1116,"Millard County, Utah",4,0,0,0,1,1,0,0,0,0,0,0,0
1117,"Delta County, Michigan",0,0,1,0,1,0,1,0,0,0,0,0,0
1118,"Rockingham County, New Hampshire",0,4,0,0,0,1,0,0,0,0,0,1,0
1119,"Stoddard County, Missouri",0,1,0,0,0,0,0,0,0,0,0,0,0
1120,"Essex County, Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0
1121,"Emmet County, Iowa",0,1,0,0,1,0,0,0,0,0,0,0,0
1122,"Hampton County, South Carolina",6,0,0,0,0,0,0,0,0,0,0,0,0
1123,"McIntosh County, Oklahoma",0,0,0,1,0,0,0,0,0,0,0,0,0
1124,"Denali, Alaska",0,0,0,0,1,1,0,0,0,0,0,0,0
1125,"Mariposa County, California",0,0,0,2,0,0,0,0,0,0,0,0,0
1126,"Audubon County, Iowa",0,1,0,0,1,0,0,0,0,0,0,0,0
1127,"East Baton Rouge Parish, Louisiana",0,6,0,0,0,0,0,0,0,0,0,0,0
1128,"Warrick County, Indiana",0,0,0,0,0,2,0,0,0,0,0,0,0
1129,"Saline County, Arkansas",1,0,0,0,0,0,0,0,0,0,0,0,0
1130,"Wakulla County, Florida",1,1,0,0,0,0,0,0,0,0,0,0,0
1131,"Hancock County, Iowa",0,0,0,0,2,0,0,0,0,0,0,0,0
1132,"DeKalb County, Illinois",0,0,0,0,1,0,0,0,0,0,0,0,0
1133,"LaMoure County, North Dakota",0,0,0,0,1,0,0,0,0,0,0,0,0
1134,"Oliver County, North Dakota",0,0,0,0,2,1,0,0,0,0,0,0,0
1135,"Walla Walla County, Washington",0,0,0,1,2,0,0,0,0,0,0,0,0
1136,"Valencia County, New Mexico",7,2,0,0,0,0,0,0,0,0,0,0,0
1137,"Renville County, Minnesota",4,0,1,0,0,1,0,0,0,0,0,0,0
1138,"Franklin County, Vermont",3,0,1,3,0,0,0,0,0,0,0,0,0
1139,"Wayne County, Illinois",0,0,1,0,0,0,0,0,0,0,0,0,0
1140,"Fairfield County, South Carolina",0,1,0,2,0,0,0,0,0,0,0,1,0
1141,"Teton County, Montana",0,0,0,1,2,0,0,0,0,0,0,0,0
1142,"Martin County, Minnesota",0,2,1,0,3,0,0,0,1,0,0,0,0
1143,"Starr County, Texas",0,0,0,1,5,0,0,0,0,0,0,0,0
1144,"Richardson County, Nebraska",0,1,0,0,0,0,0,0,0,0,0,0,0
1145,"Nicollet County, Minnesota",2,0,0,0,0,0,0,0,0,0,0,0,0
1146,"Faulk County, South Dakota",0,0,1,0,0,0,0,0,0,0,0,0,0
1147,"Howard County, Missouri",0,0,1,0,0,0,0,0,0,0,0,0,0
1148,"Fayette County, Pennsylvania",0,2,0,1,2,0,0,0,0,0,0,0,0
1149,"Fayette County, Texas",0,1,0,0,0,1,0,0,0,0,0,0,0
1150,"Teton County, Idaho",0,0,0,1,0,0,0,0,0,0,0,0,0
1151,"Madison County, New York",1,0,0,0,3,0,0,0,0,0,0,0,0
1152,"Grant County, Wisconsin",2,0,1,0,0,0,0,0,0,0,0,0,0
1153,"Otter Tail County, Minnesota",0,0,1,0,1,1,0,0,0,0,0,0,0
1154,"Monroe County, Michigan",0,0,0,0,0,1,0,0,0,0,0,1,0
1155,"Kootenai County, Idaho",0,2,0,1,0,0,0,0,0,0,0,0,0
1156,"Sherman County, Texas",0,0,0,0,2,0,0,0,0,0,0,0,0
1157,"Hancock County, Ohio",0,0,0,0,3,0,0,0,0,0,0,0,0
1158,"Lake County, Ohio",0,0,1,0,0,1,0,0,0,0,0,1,0
1159,"Monongalia County, West Virginia",0,0,0,1,0,3,0,0,0,0,0,0,0
1160,"Harrison County, West Virginia",0,0,0,0,0,1,0,0,0,0,0,0,0
1161,"Pleasants County, West Virginia",0,1,0,0,0,1,0,0,0,0,0,0,0
1162,"Christian County, Illinois",0,0,0,0,0,1,0,0,0,0,0,0,0
1163,"Price County, Wisconsin",1,0,0,2,0,0,0,0,0,0,0,0,0
1164,"Daggett County, Utah",0,0,0,1,0,0,0,0,0,0,0,0,0
1165,"Barber County, Kansas",0,0,0,0,2,0,0,0,0,0,0,0,0
1166,"Mills County, Texas",0,0,0,0,2,0,0,0,0,0,0,0,0
1167,"Nemaha County, Kansas",0,0,1,0,1,0,0,0,0,0,0,0,0
1168,"Lyon County, Nevada",1,1,0,1,0,0,0,0,0,1,0,0,0
1169,"Benton County, Arkansas",0,0,0,0,0,1,0,0,0,0,0,0,0
1170,"Granite County, Montana",0,0,0,1,0,0,0,0,0,0,0,0,0
1171,"Moore County, North Carolina",9,0,0,0,0,0,0,0,0,0,0,0,0
1172,"Macon County, Georgia",0,0,0,0,0,0,1,0,0,0,0,0,0
1173,"Clay County, Illinois",0,1,3,0,0,0,0,0,0,0,0,0,0
1174,"Dickinson County, Iowa",0,0,2,0,3,0,0,0,0,0,0,0,0
1175,"Foard County, Texas",0,0,0,0,1,0,0,0,0,0,0,0,0
1176,"Swain County, North Carolina",0,0,0,1,0,0,0,0,0,0,0,0,0
1177,"Lincoln County, Wyoming",0,1,0,3,0,1,0,0,0,0,0,0,0
1178,"Douglas County, Colorado",0,0,0,2,0,0,0,0,0,0,0,0,0
1179,"Kaufman County, Texas",0,1,0,0,0,0,0,0,0,0,0,0,0
1180,"Chattahoochee County, Georgia",1,0,0,0,0,0,0,0,0,0,0,0,0
1181,"Washington County, Nebraska",1,0,0,0,0,0,0,0,0,0,0,0,0
1182,"Cherokee County, Oklahoma",0,0,0,1,0,0,0,0,0,0,0,0,0
1183,"Richmond County, Georgia",2,0,0,3,0,0,0,0,0,0,0,0,0
1184,"Lebanon County, Pennsylvania",1,1,0,0,0,0,0,0,0,0,0,0,0
1185,"Loudon County, Tennessee",0,1,0,1,0,0,0,0,0,0,0,0,0
1186,"Lee County, Florida",0,1,0,0,0,0,0,0,0,0,0,0,0
1187,"Valley County, Montana",0,0,0,1,0,0,0,0,0,0,0,0,0
1188,"Charles Mix County, South Dakota",0,0,0,1,0,0,0,0,0,0,0,0,0
1189,"Dale County, Alabama",1,0,0,0,0,0,0,0,0,0,0,0,0
1190,"Liberty County, Georgia",1,0,0,0,0,0,1,0,0,0,0,0,0
1191,"Northumberland County, Pennsylvania",0,0,0,0,0,1,0,0,0,0,0,0,0
1192,"Yolo County, California",5,0,0,1,1,0,0,0,0,0,0,0,0
1193,"Newport County, Rhode Island",1,1,0,0,1,0,0,0,0,0,0,0,0
1194,"Pulaski County, Arkansas",0,1,0,1,0,0,1,0,0,0,0,0,0
1195,"Knox County, Maine",0,0,0,0,1,0,0,0,0,0,0,0,0
1196,"Ionia County, Michigan",0,0,1,1,0,0,0,0,0,0,0,0,0
1197,"Macon County, North Carolina",0,0,0,3,0,0,0,0,0,0,0,0,0
1198,"Franklin County, Iowa",0,0,0,0,2,0,0,0,0,0,0,0,0
1199,"Polk County, Wisconsin",1,0,1,1,0,0,1,0,0,0,0,0,0
1200,"Frederick County, Virginia",0,1,0,0,0,0,0,0,0,0,0,0,0
1201,"Madison County, Missouri",0,1,0,0,0,0,0,0,0,0,0,0,0
1202,"Skagit County, Washington",0,2,0,1,0,0,0,0,0,0,0,0,0
1203,"Saint Clair County, Illinois",0,0,1,0,0,0,0,0,0,0,0,0,0
1204,"Fayette County, Illinois",0,1,0,0,0,0,0,0,0,0,0,0,0
1205,"Dillon County, South Carolina",1,0,0,0,0,0,0,0,0,0,0,0,0
1206,"Sumter County, Georgia",1,0,0,0,0,0,0,0,0,0,0,0,0
1207,"Freestone County, Texas",0,1,0,0,0,0,0,0,0,0,0,0,0
1208,"La Crosse County, Wisconsin",0,0,1,0,0,0,0,0,0,0,0,0,0
1209,"Grayson County, Virginia",0,0,0,1,0,0,0,0,0,0,0,0,0
1210,"Oklahoma County, Oklahoma",0,4,0,0,0,0,0,0,0,0,0,0,0
1211,"Mesa County, Colorado",4,1,0,4,0,0,0,0,0,0,0,0,0
1212,"Stanley County, South Dakota",0,0,1,0,0,0,0,0,0,0,0,0,0
1213,"Hempstead County, Arkansas",0,1,0,0,0,1,0,0,0,0,0,0,0
1214,"Marion County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0
1215,"Kent County, Rhode Island",3,0,0,0,6,0,0,0,0,0,0,0,0
1216,"Winona County, Minnesota",3,0,1,0,2,0,0,0,0,0,0,0,0
1217,"Franklin County, Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0
1218,"Salt Lake County, Utah",1,7,0,3,0,0,0,0,1,0,0,0,0
1219,"Etowah County, Alabama",0,1,0,0,0,0,0,0,0,0,0,0,0
1220,"Washoe County, Nevada",1,0,0,0,0,0,0,0,0,7,0,0,0
1221,"Crawford County, Ohio",0,1,1,0,0,0,0,0,0,0,0,0,0
1222,"Daviess County, Missouri",0,0,1,0,0,0,0,0,0,0,0,0,0
1223,"Sumner County, Tennessee",0,0,0,1,0,1,0,0,0,0,0,0,0
1224,"Covington County, Alabama",0,1,0,2,0,0,0,0,0,0,0,0,0
1225,"Hardin County, Iowa",0,0,0,0,2,0,0,0,0,0,0,0,0
1226,"Johnson County, Kansas",0,2,0,0,0,0,0,0,0,0,0,0,0
1227,"Lee County, South Carolina",3,0,0,0,0,0,0,0,0,0,0,0,0
1228,"Tioga County, New York",2,0,0,0,0,0,0,0,0,0,0,0,0
1229,"Gates County, North Carolina",3,0,0,0,0,0,0,0,0,0,0,0,0
1230,"Morgan County, Utah",0,0,0,1,0,0,0,0,0,0,0,0,0
1231,"Nicholas County, West Virginia",0,0,0,1,0,0,0,0,0,0,0,0,0
1232,"Gallia County, Ohio",0,0,0,0,0,2,0,0,0,0,0,0,0
1233,"Cedar County, Nebraska",0,1,0,1,0,0,0,0,0,0,0,0,0
1234,"Washington Parish, Louisiana",0,0,0,0,0,0,0,0,0,0,0,0,0
1235,"Sweetwater County, Wyoming",1,0,0,0,0,3,0,0,0,0,0,0,1
1236,"Mercer County, Pennsylvania",0,0,1,0,0,0,0,0,0,0,0,0,0
1237,"Lowndes County, Alabama",0,1,0,0,0,0,0,0,0,0,0,0,0
1238,"Kane County, Illinois",0,5,0,0,0,0,0,0,0,0,0,0,0
1239,"Vernon County, Wisconsin",2,0,1,0,0,1,0,0,0,0,0,0,0
1240,"Woodbury County, Iowa",0,0,0,0,0,2,0,0,0,0,0,0,0
1241,"Georgetown County, South Carolina",0,0,0,0,0,1,0,0,0,0,0,0,0
1242,"Barrow County, Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0
1243,"Spalding County, Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0
1244,"Gwinnett County, Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0
1245,"Early County, Georgia",2,0,0,0,0,0,1,0,0,0,0,0,0
1246,"Emanuel County, Georgia",1,0,0,0,0,0,0,0,0,0,0,0,0
1247,"Jefferson County, Georgia",1,1,0,0,0,0,0,0,0,0,0,0,0
1248,"Escambia County, Alabama",0,0,0,0,0,0,1,0,0,0,0,0,0
1249,"Choctaw County, Alabama",0,0,0,0,0,0,1,0,0,0,0,0,0
1250,"Ashley County, Arkansas",0,0,0,0,0,0,1,0,0,0,0,0,0
1251,"Lawrence County, Mississippi",0,0,0,0,0,0,1,0,0,0,0,0,0
1252,"Smith County, Mississippi",0,2,0,0,0,0,0,0,0,0,0,0,0
1253,"Lincoln County, Oregon",0,0,0,0,0,0,1,0,0,0,0,0,0
1254,"Washington County, Mississippi",0,1,0,0,0,0,0,0,0,0,0,0,0
1255,"Lincoln County, Nebraska",0,0,0,2,0,1,0,0,0,0,0,0,0
1256,"Washington County, Wisconsin",0,0,2,0,0,0,0,0,0,0,0,0,0
1257,"Forsyth County, North Carolina",2,0,0,0,0,0,0,0,0,0,0,0,0
1258,"Adams County, Pennsylvania",1,1,3,0,0,0,1,0,0,0,0,0,0
1259,"Carroll County, Kentucky",0,0,0,0,0,1,0,0,0,0,0,0,0
1260,"Sibley County, Minnesota",1,0,0,0,0,0,0,0,0,0,0,0,0
1261,"Gibson County, Indiana",0,0,0,0,0,1,0,0,0,0,0,0,0
1262,"Ford County, Illinois",0,1,0,0,2,0,0,0,0,0,0,0,0
1263,"Crawford County, Kansas",0,1,0,0,0,0,0,0,0,0,0,0,0
1264,"Cherokee County, Iowa",0,0,0,0,3,0,0,0,0,0,0,0,0
1265,"Barren County, Kentucky",0,0,0,0,0,0,0,0,0,0,0,0,0
1266,"Weakley County, Tennessee",0,1,0,0,0,0,0,0,0,0,0,0,0
1267,"Coconino County, Arizona",1,0,1,1,1,0,0,0,0,0,0,0,0
1268,"Fayette County, West Virginia",0,0,0,2,0,0,0,0,0,0,0,0,0
1269,"Dawson County, Montana",0,1,0,0,0,0,0,0,0,0,0,0,0
1270,"Platte County, Wyoming",0,0,0,2,0,1,0,0,0,0,0,0,0
1271,"Orleans County, New York",0,0,0,2,0,0,0,0,0,0,0,0,0
1272,"Gloucester County, Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0
1273,"Skagway, Alaska",0,0,1,2,0,0,0,0,0,0,0,0,0
1274,"Coke County, Texas",0,1,0,0,1,0,0,0,0,0,0,0,0
1275,"Sherman County, Kansas",0,1,0,0,0,0,0,0,0,0,0,0,0
1276,"Piatt County, Illinois",0,1,0,0,0,0,0,0,0,0,0,0,0
1277,"Douglas County, Wisconsin",0,0,2,0,0,0,0,0,0,0,0,0,0
1278,"Meagher County, Montana",0,0,0,0,1,0,0,0,0,0,0,0,0
1279,"Sedgwick County, Kansas",0,2,1,0,0,0,0,0,0,0,0,0,0
1280,"Louisa County, Virginia",1,2,0,0,0,0,0,0,0,0,0,1,0
1281,"Caribou County, Idaho",0,0,0,3,0,0,0,0,0,0,0,0,0
1282,"Palo Alto County, Iowa",0,0,2,0,0,0,0,0,0,0,0,0,0
1283,"Walsh County, North Dakota",0,0,1,0,0,0,0,0,0,0,0,0,0
1284,"Young County, Texas",0,1,0,0,1,0,0,0,0,0,0,0,0
1285,"St. James Parish, Louisiana",0,2,0,0,0,0,0,0,1,0,0,0,0
1286,"Grand County, Colorado",1,0,0,2,0,0,0,0,0,0,0,0,0
1287,"Okanogan County, Washington",0,0,0,1,0,0,0,0,0,0,0,0,0
1288,"Claiborne County, Mississippi",0,0,0,0,0,0,0,0,0,0,0,1,0
1289,"Jefferson Parish, Louisiana",0,2,0,0,0,0,0,0,0,0,0,0,0
1290,"Greene County, Iowa",0,0,1,0,3,0,0,0,0,0,0,0,0
1291,"Cook County, Minnesota",0,0,1,0,0,1,0,0,0,0,0,0,0
1292,"Clinton County, Michigan",0,0,0,0,0,0,0,0,0,0,0,0,0
1293,"Polk County, Oregon",3,0,0,0,0,0,0,0,0,0,0,0,0
1294,"Jackson County, Illinois",0,1,0,0,0,1,0,0,0,0,0,0,0
1295,"Holt County, Nebraska",0,0,1,0,1,0,0,0,0,0,0,0,0
1296,"Madison County, Illinois",0,2,2,0,0,0,0,0,0,0,0,0,1
1297,"Yellow Medicine County, Minnesota",1,0,1,0,0,0,0,0,0,0,0,0,0
1298,"Burnet County, Texas",0,0,0,2,0,0,0,0,0,0,0,0,0
1299,"Grant County, Minnesota",0,0,0,0,1,0,0,0,0,0,0,0,0
1300,"Grant County, Oklahoma",0,0,0,0,2,0,0,0,0,0,0,0,0
1301,"Marion County, West Virginia",0,0,0,0,0,1,0,0,0,0,0,0,0
1302,"Kalamazoo County, Michigan",1,3,0,0,0,0,0,1,0,0,0,0,0
1303,"Crawford County, Michigan",0,0,0,0,0,0,0,0,0,0,0,0,0
1304,"Warren County, Tennessee",0,0,1,1,0,0,0,0,0,0,0,0,0
1305,"Passaic County, New Jersey",2,1,1,2,0,0,0,0,0,0,0,0,0
1306,"Ellis County, Oklahoma",0,0,0,0,1,0,0,0,0,0,0,0,0
1307,"Scott County, Kentucky",0,0,0,0,0,0,0,0,0,0,0,0,0
1308,"Leelanau County, Michigan",3,0,0,0,0,0,0,0,0,0,0,0,0
1309,"Baylor County, Texas",0,0,0,0,2,0,0,0,0,0,0,0,0
1310,"Knox County, Texas",0,0,0,0,1,0,0,0,0,0,0,0,0
1311,"Boyd County, Kentucky",0,0,0,0,0,0,0,0,0,0,0,0,0
1312,"Greene County, Alabama",0,1,0,0,0,0,0,0,0,0,0,0,0
1313,"Hancock County, Indiana",1,0,0,0,0,0,0,0,0,0,0,0,0
1314,"Yates County, New York",0,1,0,0,0,0,0,0,0,0,0,0,0
1315,"Kiowa County, Kansas",0,0,0,0,2,0,0,0,0,0,0,0,0
1316,"Greenup County, Kentucky",0,0,0,1,0,0,0,0,0,0,0,0,0
1317,"Cleburne County, Arkansas",0,0,0,1,0,0,0,0,0,0,0,0,0
1318,"San Patricio County, Texas",0,2,0,0,4,0,0,0,0,0,0,0,0
1319,"Malheur County, Oregon",6,0,0,3,0,0,0,0,0,1,0,0,0
1320,"Okaloosa County, Florida",1,0,0,0,0,0,0,0,0,0,0,0,0
1321,"Santa Rosa County, Florida",1,2,0,0,0,0,0,0,0,0,0,0,0
1322,"Harrison County, Mississippi",1,1,0,0,0,0,0,0,0,0,0,0,0
1323,"Gonzales County, Texas",0,0,0,2,0,0,0,0,0,0,0,0,0
1324,"Mason County, Kentucky",0,0,0,0,0,1,0,0,0,0,0,0,0
1325,"CAL Fire Lassen Modoc Plumas Unit, California",1,0,0,0,0,0,0,0,0,0,0,0,0
1326,"Auglaize County, Ohio",1,0,2,0,0,0,0,1,0,0,0,0,0
1327,"Shackelford County, Texas",0,0,0,0,2,0,0,0,0,0,0,0,0
1328,"Fayette County, Kentucky",0,1,0,0,0,0,0,0,0,0,0,0,0
1329,"Charleston County, South Carolina",0,1,0,0,0,0,0,0,0,0,0,0,0
1330,"Haines, Alaska",0,0,1,0,0,0,0,0,0,0,0,0,0
1331,"Norman County, Minnesota",0,0,1,0,0,0,0,0,0,0,0,0,0
1332,"HawaiÊ»i County, Hawaii",0,0,6,3,2,0,0,0,0,1,0,0,0
1333,"Hamilton County, Florida",1,0,0,0,0,0,0,0,0,0,0,0,1
1334,"Venango County, Pennsylvania",0,1,0,0,0,1,0,0,0,0,0,0,0
1335,"Lawrence County, Ohio",0,1,0,0,0,0,0,0,0,0,0,0,0
1336,"Marion County, Missouri",0,0,2,0,0,0,0,0,0,0,0,0,0
1337,"Wayne County, New York",4,0,0,0,1,0,0,0,0,0,0,1,0
1338,"Hardee County, Florida",0,3,0,0,0,0,0,0,0,0,0,0,0
1339,"Jasper County, South Carolina",3,1,1,0,0,0,0,0,0,0,0,0,0
1340,"Hardin County, Kentucky",0,0,0,0,0,0,0,0,0,0,0,0,0
1341,"Hardin County, Texas",0,1,0,0,0,0,0,0,0,0,0,0,0
1342,"Big Horn County, Montana",1,0,0,1,0,1,0,0,0,0,0,0,0
1343,"Cortland County, New York",1,0,0,0,0,0,0,0,0,0,0,0,0
1344,"Lafayette Parish, Louisiana",0,2,0,0,0,0,0,0,0,0,0,0,0
1345,"Shelby County, Iowa",0,0,1,0,0,0,0,0,0,0,0,0,0
1346,"Wyandot County, Ohio",1,0,0,0,1,0,0,0,0,0,0,0,0
1347,"Potter County, Texas",0,1,0,0,0,1,0,0,0,0,0,0,0
1348,"Randolph County, Alabama",0,0,0,1,0,0,0,0,0,0,0,0,0
1349,"Essex County, New York",0,1,1,2,0,0,0,0,0,0,0,0,0
1350,"Dauphin County, Pennsylvania",0,2,1,0,0,0,0,0,0,0,0,0,0
1351,"Benton County, Missouri",0,0,0,1,0,0,0,0,0,0,0,0,0
1352,"Oceana County, Michigan",0,0,1,0,0,0,0,0,0,0,0,0,0
1353,"Hart County, Georgia",0,1,0,1,0,0,0,0,0,0,0,0,0
1354,"Oneida County, Wisconsin",0,1,0,1,0,0,0,0,0,0,0,0,0
1355,"Forrest County, Mississippi",1,0,0,0,0,0,0,0,0,0,0,0,0
1356,"Scioto County, Ohio",0,1,0,0,0,0,0,0,0,0,0,0,0
1357,"Paulding County, Ohio",0,0,0,0,4,0,0,0,0,0,0,0,0
1358,"Fayette County, Iowa",0,0,0,0,1,0,0,0,0,0,0,0,0
1359,"Routt County, Colorado",0,0,0,0,0,1,0,0,0,0,0,0,0
1360,"Sierra County, California",0,0,0,2,0,0,0,0,0,0,0,0,0
1361,"Hays County, Texas",0,1,0,0,0,0,0,0,0,0,0,0,0
