,primary_fuel,state_x,county,state_y,median income
1187,Solar,Vermont,Chittenden , Vermont,85213
1188,Solar,Vermont,Chittenden , Vermont,85213
1189,Hydro,Vermont,Chittenden , Vermont,85213
1190,Oil,Vermont,Chittenden , Vermont,85213
1191,Oil,Vermont,Chittenden , Vermont,85213
1192,Solar,Vermont,Chittenden , Vermont,85213
1193,Solar,Vermont,Chittenden , Vermont,85213
1194,Solar,Vermont,Chittenden , Vermont,85213
1195,Solar,Vermont,Chittenden , Vermont,85213
1196,Wind,Vermont,Chittenden , Vermont,85213
1197,Hydro,Vermont,Chittenden , Vermont,85213
1198,Storage,Vermont,Chittenden , Vermont,85213
1199,Waste,Vermont,Chittenden , Vermont,85213
1200,Solar,Vermont,Chittenden , Vermont,85213
1201,Hydro,Vermont,Chittenden , Vermont,85213
1202,Hydro,Vermont,Chittenden , Vermont,85213
1203,Solar,Vermont,Chittenden , Vermont,85213
1204,Solar,Vermont,Chittenden , Vermont,85213
1205,Waste,Illinois,Christian , Kentucky,47754
1206,Waste,Illinois,Christian , Missouri,71343
1207,Coal,Illinois,Christian , Kentucky,47754
1208,Coal,Illinois,Christian , Missouri,71343
1209,Solar,Missouri,Christian , Kentucky,47754
1210,Solar,Missouri,Christian , Missouri,71343
1211,Gas,Florida,Citrus , Florida,47197
1212,Solar,Oregon,Clackamas , Oregon,91329
1213,Solar,Oregon,Clackamas , Oregon,91329
1214,Solar,Oregon,Clackamas , Oregon,91329
1215,Hydro,Oregon,Clackamas , Oregon,91329
1216,Hydro,Oregon,Clackamas , Oregon,91329
1217,Hydro,Oregon,Clackamas , Oregon,91329
1218,Hydro,Oregon,Clackamas , Oregon,91329
1219,Hydro,Oregon,Clackamas , Oregon,91329
1220,Hydro,Oregon,Clackamas , Oregon,91329
1221,Hydro,Oregon,Clackamas , Oregon,91329
1222,Solar,Oregon,Clackamas , Oregon,91329
1223,Solar,Oregon,Clackamas , Oregon,91329
1224,Hydro,Oregon,Clackamas , Oregon,91329
1225,Waste,Washington,Clallam , Washington,62695
1226,Hydro,Arkansas,Clark , Indiana,62231
1227,Hydro,Arkansas,Clark , Nevada,63677
1228,Hydro,Arkansas,Clark , Ohio,59431
1229,Hydro,Arkansas,Clark , Washington,83837
1230,Hydro,Idaho,Clark , Indiana,62231
1231,Hydro,Idaho,Clark , Nevada,63677
1232,Hydro,Idaho,Clark , Ohio,59431
1233,Hydro,Idaho,Clark , Washington,83837
1234,Hydro,Idaho,Clark , Indiana,62231
1235,Hydro,Idaho,Clark , Nevada,63677
1236,Hydro,Idaho,Clark , Ohio,59431
1237,Hydro,Idaho,Clark , Washington,83837
1238,Oil,Illinois,Clark , Indiana,62231
1239,Oil,Illinois,Clark , Nevada,63677
1240,Oil,Illinois,Clark , Ohio,59431
1241,Oil,Illinois,Clark , Washington,83837
1242,Oil,Illinois,Clark , Indiana,62231
1243,Oil,Illinois,Clark , Nevada,63677
1244,Oil,Illinois,Clark , Ohio,59431
1245,Oil,Illinois,Clark , Washington,83837
1246,Solar,Indiana,Clark , Indiana,62231
1247,Solar,Indiana,Clark , Nevada,63677
1248,Solar,Indiana,Clark , Ohio,59431
1249,Solar,Indiana,Clark , Washington,83837
1250,Oil,Kansas,Clark , Indiana,62231
1251,Oil,Kansas,Clark , Nevada,63677
1252,Oil,Kansas,Clark , Ohio,59431
1253,Oil,Kansas,Clark , Washington,83837
1254,Wind,Kansas,Clark , Indiana,62231
1255,Wind,Kansas,Clark , Nevada,63677
1256,Wind,Kansas,Clark , Ohio,59431
1257,Wind,Kansas,Clark , Washington,83837
1258,Wind,Kansas,Clark , Indiana,62231
1259,Wind,Kansas,Clark , Nevada,63677
1260,Wind,Kansas,Clark , Ohio,59431
1261,Wind,Kansas,Clark , Washington,83837
1262,Solar,Kentucky,Clark , Indiana,62231
1263,Solar,Kentucky,Clark , Nevada,63677
1264,Solar,Kentucky,Clark , Ohio,59431
1265,Solar,Kentucky,Clark , Washington,83837
1266,Gas,Kentucky,Clark , Indiana,62231
1267,Gas,Kentucky,Clark , Nevada,63677
1268,Gas,Kentucky,Clark , Ohio,59431
1269,Gas,Kentucky,Clark , Washington,83837
1270,Oil,Missouri,Clark , Indiana,62231
1271,Oil,Missouri,Clark , Nevada,63677
1272,Oil,Missouri,Clark , Ohio,59431
1273,Oil,Missouri,Clark , Washington,83837
1274,Gas,Nevada,Clark , Indiana,62231
1275,Gas,Nevada,Clark , Nevada,63677
1276,Gas,Nevada,Clark , Ohio,59431
1277,Gas,Nevada,Clark , Washington,83837
1278,Solar,Nevada,Clark , Indiana,62231
1279,Solar,Nevada,Clark , Nevada,63677
1280,Solar,Nevada,Clark , Ohio,59431
1281,Solar,Nevada,Clark , Washington,83837
1282,Solar,Nevada,Clark , Indiana,62231
1283,Solar,Nevada,Clark , Nevada,63677
1284,Solar,Nevada,Clark , Ohio,59431
1285,Solar,Nevada,Clark , Washington,83837
1286,Solar,Nevada,Clark , Indiana,62231
1287,Solar,Nevada,Clark , Nevada,63677
1288,Solar,Nevada,Clark , Ohio,59431
1289,Solar,Nevada,Clark , Washington,83837
1290,Waste,Nevada,Clark , Indiana,62231
1291,Waste,Nevada,Clark , Nevada,63677
1292,Waste,Nevada,Clark , Ohio,59431
1293,Waste,Nevada,Clark , Washington,83837
1294,Solar,Nevada,Clark , Indiana,62231
1295,Solar,Nevada,Clark , Nevada,63677
1296,Solar,Nevada,Clark , Ohio,59431
1297,Solar,Nevada,Clark , Washington,83837
1298,Solar,Nevada,Clark , Indiana,62231
1299,Solar,Nevada,Clark , Nevada,63677
1300,Solar,Nevada,Clark , Ohio,59431
1301,Solar,Nevada,Clark , Washington,83837
1302,Gas,Nevada,Clark , Indiana,62231
1303,Gas,Nevada,Clark , Nevada,63677
1304,Gas,Nevada,Clark , Ohio,59431
1305,Gas,Nevada,Clark , Washington,83837
1306,Gas,Nevada,Clark , Indiana,62231
1307,Gas,Nevada,Clark , Nevada,63677
1308,Gas,Nevada,Clark , Ohio,59431
1309,Gas,Nevada,Clark , Washington,83837
1310,Gas,Nevada,Clark , Indiana,62231
1311,Gas,Nevada,Clark , Nevada,63677
1312,Gas,Nevada,Clark , Ohio,59431
1313,Gas,Nevada,Clark , Washington,83837
1314,Solar,Nevada,Clark , Indiana,62231
1315,Solar,Nevada,Clark , Nevada,63677
1316,Solar,Nevada,Clark , Ohio,59431
1317,Solar,Nevada,Clark , Washington,83837
1318,Solar,Nevada,Clark , Indiana,62231
1319,Solar,Nevada,Clark , Nevada,63677
1320,Solar,Nevada,Clark , Ohio,59431
1321,Solar,Nevada,Clark , Washington,83837
1322,Solar,Nevada,Clark , Indiana,62231
1323,Solar,Nevada,Clark , Nevada,63677
1324,Solar,Nevada,Clark , Ohio,59431
1325,Solar,Nevada,Clark , Washington,83837
1326,Gas,Nevada,Clark , Indiana,62231
1327,Gas,Nevada,Clark , Nevada,63677
1328,Gas,Nevada,Clark , Ohio,59431
1329,Gas,Nevada,Clark , Washington,83837
1330,Solar,Nevada,Clark , Indiana,62231
1331,Solar,Nevada,Clark , Nevada,63677
1332,Solar,Nevada,Clark , Ohio,59431
1333,Solar,Nevada,Clark , Washington,83837
1334,Solar,Nevada,Clark , Indiana,62231
1335,Solar,Nevada,Clark , Nevada,63677
1336,Solar,Nevada,Clark , Ohio,59431
1337,Solar,Nevada,Clark , Washington,83837
1338,Cogeneration,Nevada,Clark , Indiana,62231
1339,Cogeneration,Nevada,Clark , Nevada,63677
1340,Cogeneration,Nevada,Clark , Ohio,59431
1341,Cogeneration,Nevada,Clark , Washington,83837
1342,Gas,Nevada,Clark , Indiana,62231
1343,Gas,Nevada,Clark , Nevada,63677
1344,Gas,Nevada,Clark , Ohio,59431
1345,Gas,Nevada,Clark , Washington,83837
1346,Gas,Nevada,Clark , Indiana,62231
1347,Gas,Nevada,Clark , Nevada,63677
1348,Gas,Nevada,Clark , Ohio,59431
1349,Gas,Nevada,Clark , Washington,83837
1350,Hydro,Nevada,Clark , Indiana,62231
1351,Hydro,Nevada,Clark , Nevada,63677
1352,Hydro,Nevada,Clark , Ohio,59431
1353,Hydro,Nevada,Clark , Washington,83837
1354,Hydro,Nevada,Clark , Indiana,62231
1355,Hydro,Nevada,Clark , Nevada,63677
1356,Hydro,Nevada,Clark , Ohio,59431
1357,Hydro,Nevada,Clark , Washington,83837
1358,Solar,Nevada,Clark , Indiana,62231
1359,Solar,Nevada,Clark , Nevada,63677
1360,Solar,Nevada,Clark , Ohio,59431
1361,Solar,Nevada,Clark , Washington,83837
1362,Gas,Nevada,Clark , Indiana,62231
1363,Gas,Nevada,Clark , Nevada,63677
1364,Gas,Nevada,Clark , Ohio,59431
1365,Gas,Nevada,Clark , Washington,83837
1366,Solar,Nevada,Clark , Indiana,62231
1367,Solar,Nevada,Clark , Nevada,63677
1368,Solar,Nevada,Clark , Ohio,59431
1369,Solar,Nevada,Clark , Washington,83837
1370,Solar,Nevada,Clark , Indiana,62231
1371,Solar,Nevada,Clark , Nevada,63677
1372,Solar,Nevada,Clark , Ohio,59431
1373,Solar,Nevada,Clark , Washington,83837
1374,Solar,Nevada,Clark , Indiana,62231
1375,Solar,Nevada,Clark , Nevada,63677
1376,Solar,Nevada,Clark , Ohio,59431
1377,Solar,Nevada,Clark , Washington,83837
1378,Solar,Nevada,Clark , Indiana,62231
1379,Solar,Nevada,Clark , Nevada,63677
1380,Solar,Nevada,Clark , Ohio,59431
1381,Solar,Nevada,Clark , Washington,83837
1382,Solar,Nevada,Clark , Indiana,62231
1383,Solar,Nevada,Clark , Nevada,63677
1384,Solar,Nevada,Clark , Ohio,59431
1385,Solar,Nevada,Clark , Washington,83837
1386,Gas,Nevada,Clark , Indiana,62231
1387,Gas,Nevada,Clark , Nevada,63677
1388,Gas,Nevada,Clark , Ohio,59431
1389,Gas,Nevada,Clark , Washington,83837
1390,Gas,Nevada,Clark , Indiana,62231
1391,Gas,Nevada,Clark , Nevada,63677
1392,Gas,Nevada,Clark , Ohio,59431
1393,Gas,Nevada,Clark , Washington,83837
1394,Solar,Nevada,Clark , Indiana,62231
1395,Solar,Nevada,Clark , Nevada,63677
1396,Solar,Nevada,Clark , Ohio,59431
1397,Solar,Nevada,Clark , Washington,83837
1398,Solar,Nevada,Clark , Indiana,62231
1399,Solar,Nevada,Clark , Nevada,63677
1400,Solar,Nevada,Clark , Ohio,59431
1401,Solar,Nevada,Clark , Washington,83837
1402,Solar,Nevada,Clark , Indiana,62231
1403,Solar,Nevada,Clark , Nevada,63677
1404,Solar,Nevada,Clark , Ohio,59431
1405,Solar,Nevada,Clark , Washington,83837
1406,Solar,Nevada,Clark , Indiana,62231
1407,Solar,Nevada,Clark , Nevada,63677
1408,Solar,Nevada,Clark , Ohio,59431
1409,Solar,Nevada,Clark , Washington,83837
1410,Gas,Nevada,Clark , Indiana,62231
1411,Gas,Nevada,Clark , Nevada,63677
1412,Gas,Nevada,Clark , Ohio,59431
1413,Gas,Nevada,Clark , Washington,83837
1414,Solar,Nevada,Clark , Indiana,62231
1415,Solar,Nevada,Clark , Nevada,63677
1416,Solar,Nevada,Clark , Ohio,59431
1417,Solar,Nevada,Clark , Washington,83837
1418,Solar,Nevada,Clark , Indiana,62231
1419,Solar,Nevada,Clark , Nevada,63677
1420,Solar,Nevada,Clark , Ohio,59431
1421,Solar,Nevada,Clark , Washington,83837
1422,Solar,Nevada,Clark , Indiana,62231
1423,Solar,Nevada,Clark , Nevada,63677
1424,Solar,Nevada,Clark , Ohio,59431
1425,Solar,Nevada,Clark , Washington,83837
1426,Gas,Nevada,Clark , Indiana,62231
1427,Gas,Nevada,Clark , Nevada,63677
1428,Gas,Nevada,Clark , Ohio,59431
1429,Gas,Nevada,Clark , Washington,83837
1430,Solar,Nevada,Clark , Indiana,62231
1431,Solar,Nevada,Clark , Nevada,63677
1432,Solar,Nevada,Clark , Ohio,59431
1433,Solar,Nevada,Clark , Washington,83837
1434,Solar,Nevada,Clark , Indiana,62231
1435,Solar,Nevada,Clark , Nevada,63677
1436,Solar,Nevada,Clark , Ohio,59431
1437,Solar,Nevada,Clark , Washington,83837
1438,Solar,Nevada,Clark , Indiana,62231
1439,Solar,Nevada,Clark , Nevada,63677
1440,Solar,Nevada,Clark , Ohio,59431
1441,Solar,Nevada,Clark , Washington,83837
1442,Gas,Nevada,Clark , Indiana,62231
1443,Gas,Nevada,Clark , Nevada,63677
1444,Gas,Nevada,Clark , Ohio,59431
1445,Gas,Nevada,Clark , Washington,83837
1446,Solar,Nevada,Clark , Indiana,62231
1447,Solar,Nevada,Clark , Nevada,63677
1448,Solar,Nevada,Clark , Ohio,59431
1449,Solar,Nevada,Clark , Washington,83837
1450,Solar,Nevada,Clark , Indiana,62231
1451,Solar,Nevada,Clark , Nevada,63677
1452,Solar,Nevada,Clark , Ohio,59431
1453,Solar,Nevada,Clark , Washington,83837
1454,Solar,Ohio,Clark , Indiana,62231
1455,Solar,Ohio,Clark , Nevada,63677
1456,Solar,Ohio,Clark , Ohio,59431
1457,Solar,Ohio,Clark , Washington,83837
1458,Oil,South Dakota,Clark , Indiana,62231
1459,Oil,South Dakota,Clark , Nevada,63677
1460,Oil,South Dakota,Clark , Ohio,59431
1461,Oil,South Dakota,Clark , Washington,83837
1462,Wind,South Dakota,Clark , Indiana,62231
1463,Wind,South Dakota,Clark , Nevada,63677
1464,Wind,South Dakota,Clark , Ohio,59431
1465,Wind,South Dakota,Clark , Washington,83837
1466,Wind,South Dakota,Clark , Indiana,62231
1467,Wind,South Dakota,Clark , Nevada,63677
1468,Wind,South Dakota,Clark , Ohio,59431
1469,Wind,South Dakota,Clark , Washington,83837
1470,Gas,Washington,Clark , Indiana,62231
1471,Gas,Washington,Clark , Nevada,63677
1472,Gas,Washington,Clark , Ohio,59431
1473,Gas,Washington,Clark , Washington,83837
1474,Biomass,Alabama,Clarke , Georgia,50447
1475,Solar,Virginia,Clarke , Georgia,50447
1476,Oil,Arkansas,Clay , Florida,76679
1477,Oil,Arkansas,Clay , Minnesota,67539
1478,Oil,Arkansas,Clay , Missouri,74728
1479,Oil,Illinois,Clay , Florida,76679
1480,Oil,Illinois,Clay , Minnesota,67539
1481,Oil,Illinois,Clay , Missouri,74728
1482,Oil,Illinois,Clay , Florida,76679
1483,Oil,Illinois,Clay , Minnesota,67539
1484,Oil,Illinois,Clay , Missouri,74728
1485,Oil,Illinois,Clay , Florida,76679
1486,Oil,Illinois,Clay , Minnesota,67539
1487,Oil,Illinois,Clay , Missouri,74728
1488,Gas,Illinois,Clay , Florida,76679
1489,Gas,Illinois,Clay , Minnesota,67539
1490,Gas,Illinois,Clay , Missouri,74728
1491,Solar,Indiana,Clay , Florida,76679
1492,Solar,Indiana,Clay , Minnesota,67539
1493,Solar,Indiana,Clay , Missouri,74728
1494,Solar,Indiana,Clay , Florida,76679
1495,Solar,Indiana,Clay , Minnesota,67539
1496,Solar,Indiana,Clay , Missouri,74728
1497,Wind,Iowa,Clay , Florida,76679
1498,Wind,Iowa,Clay , Minnesota,67539
1499,Wind,Iowa,Clay , Missouri,74728
1500,Gas,Iowa,Clay , Florida,76679
1501,Gas,Iowa,Clay , Minnesota,67539
1502,Gas,Iowa,Clay , Missouri,74728
1503,Oil,Iowa,Clay , Florida,76679
1504,Oil,Iowa,Clay , Minnesota,67539
1505,Oil,Iowa,Clay , Missouri,74728
1506,Wind,Iowa,Clay , Florida,76679
1507,Wind,Iowa,Clay , Minnesota,67539
1508,Wind,Iowa,Clay , Missouri,74728
1509,Gas,Kansas,Clay , Florida,76679
1510,Gas,Kansas,Clay , Minnesota,67539
1511,Gas,Kansas,Clay , Missouri,74728
1512,Wind,Minnesota,Clay , Florida,76679
1513,Wind,Minnesota,Clay , Minnesota,67539
1514,Wind,Minnesota,Clay , Missouri,74728
1515,Coal,Minnesota,Clay , Florida,76679
1516,Coal,Minnesota,Clay , Minnesota,67539
1517,Coal,Minnesota,Clay , Missouri,74728
1518,Oil,Minnesota,Clay , Florida,76679
1519,Oil,Minnesota,Clay , Minnesota,67539
1520,Oil,Minnesota,Clay , Missouri,74728
1521,Wind,Minnesota,Clay , Florida,76679
1522,Wind,Minnesota,Clay , Minnesota,67539
1523,Wind,Minnesota,Clay , Missouri,74728
1524,Wind,Minnesota,Clay , Florida,76679
1525,Wind,Minnesota,Clay , Minnesota,67539
1526,Wind,Minnesota,Clay , Missouri,74728
1527,Hydro,North Carolina,Clay , Florida,76679
1528,Hydro,North Carolina,Clay , Minnesota,67539
1529,Hydro,North Carolina,Clay , Missouri,74728
1530,Hydro,North Carolina,Clay , Florida,76679
1531,Hydro,North Carolina,Clay , Minnesota,67539
1532,Hydro,North Carolina,Clay , Missouri,74728
1533,Oil,South Dakota,Clay , Florida,76679
1534,Oil,South Dakota,Clay , Minnesota,67539
1535,Oil,South Dakota,Clay , Missouri,74728
1536,Hydro,Tennessee,Clay , Florida,76679
1537,Hydro,Tennessee,Clay , Minnesota,67539
1538,Hydro,Tennessee,Clay , Missouri,74728
1539,Wind,Texas,Clay , Florida,76679
1540,Wind,Texas,Clay , Minnesota,67539
1541,Wind,Texas,Clay , Missouri,74728
1542,Oil,Iowa,Clayton , Georgia,51233
1543,Oil,Iowa,Clayton , Georgia,51233
1544,Solar,Iowa,Clayton , Georgia,51233
1545,Gas,Pennsylvania,Clearfield , Pennsylvania,55193
1546,Coal,Ohio,Clermont , Ohio,69489
1547,Storage,Ohio,Clermont , Ohio,69489
1548,Solar,North Carolina,Cleveland , North Carolina,47150
1549,Solar,North Carolina,Cleveland , Oklahoma,67172
1550,Solar,North Carolina,Cleveland , North Carolina,47150
1551,Solar,North Carolina,Cleveland , Oklahoma,67172
1552,Solar,North Carolina,Cleveland , North Carolina,47150
1553,Solar,North Carolina,Cleveland , Oklahoma,67172
1554,Solar,North Carolina,Cleveland , North Carolina,47150
1555,Solar,North Carolina,Cleveland , Oklahoma,67172
1556,Solar,North Carolina,Cleveland , North Carolina,47150
1557,Solar,North Carolina,Cleveland , Oklahoma,67172
1558,Solar,North Carolina,Cleveland , North Carolina,47150
1559,Solar,North Carolina,Cleveland , Oklahoma,67172
1560,Solar,North Carolina,Cleveland , North Carolina,47150
1561,Solar,North Carolina,Cleveland , Oklahoma,67172
1562,Gas,North Carolina,Cleveland , North Carolina,47150
1563,Gas,North Carolina,Cleveland , Oklahoma,67172
1564,Solar,North Carolina,Cleveland , North Carolina,47150
1565,Solar,North Carolina,Cleveland , Oklahoma,67172
1566,Solar,North Carolina,Cleveland , North Carolina,47150
1567,Solar,North Carolina,Cleveland , Oklahoma,67172
1568,Solar,North Carolina,Cleveland , North Carolina,47150
1569,Solar,North Carolina,Cleveland , Oklahoma,67172
1570,Solar,North Carolina,Cleveland , North Carolina,47150
1571,Solar,North Carolina,Cleveland , Oklahoma,67172
1572,Coal,North Carolina,Cleveland , North Carolina,47150
1573,Coal,North Carolina,Cleveland , Oklahoma,67172
1574,Gas,North Carolina,Cleveland , North Carolina,47150
1575,Gas,North Carolina,Cleveland , Oklahoma,67172
1576,Solar,North Carolina,Cleveland , North Carolina,47150
1577,Solar,North Carolina,Cleveland , Oklahoma,67172
1578,Solar,North Carolina,Cleveland , North Carolina,47150
1579,Solar,North Carolina,Cleveland , Oklahoma,67172
1580,Solar,North Carolina,Cleveland , North Carolina,47150
1581,Solar,North Carolina,Cleveland , Oklahoma,67172
1582,Solar,North Carolina,Cleveland , North Carolina,47150
1583,Solar,North Carolina,Cleveland , Oklahoma,67172
1584,Solar,North Carolina,Cleveland , North Carolina,47150
1585,Solar,North Carolina,Cleveland , Oklahoma,67172
1586,Oil,North Carolina,Cleveland , North Carolina,47150
1587,Oil,North Carolina,Cleveland , Oklahoma,67172
1588,Oil,North Carolina,Cleveland , North Carolina,47150
1589,Oil,North Carolina,Cleveland , Oklahoma,67172
1590,Solar,North Carolina,Cleveland , North Carolina,47150
1591,Solar,North Carolina,Cleveland , Oklahoma,67172
1592,Solar,North Carolina,Cleveland , North Carolina,47150
1593,Solar,North Carolina,Cleveland , Oklahoma,67172
1594,Solar,North Carolina,Cleveland , North Carolina,47150
1595,Solar,North Carolina,Cleveland , Oklahoma,67172
1596,Solar,North Carolina,Cleveland , North Carolina,47150
1597,Solar,North Carolina,Cleveland , Oklahoma,67172
1598,Solar,North Carolina,Cleveland , North Carolina,47150
1599,Solar,North Carolina,Cleveland , Oklahoma,67172
1600,Gas,Oklahoma,Cleveland , North Carolina,47150
1601,Gas,Oklahoma,Cleveland , Oklahoma,67172
1602,Oil,Illinois,Clinton , Michigan,76534
1603,Oil,Illinois,Clinton , New York,60285
1604,Oil,Illinois,Clinton , Michigan,76534
1605,Oil,Illinois,Clinton , New York,60285
1606,Coal,Iowa,Clinton , Michigan,76534
1607,Coal,Iowa,Clinton , New York,60285
1608,Waste,Michigan,Clinton , Michigan,76534
1609,Waste,Michigan,Clinton , New York,60285
1610,Waste,Michigan,Clinton , Michigan,76534
1611,Waste,Michigan,Clinton , New York,60285
1612,Solar,New York,Clinton , Michigan,76534
1613,Solar,New York,Clinton , New York,60285
1614,Hydro,New York,Clinton , Michigan,76534
1615,Hydro,New York,Clinton , New York,60285
1616,Solar,New York,Clinton , Michigan,76534
1617,Solar,New York,Clinton , New York,60285
1618,Solar,New York,Clinton , Michigan,76534
1619,Solar,New York,Clinton , New York,60285
1620,Solar,New York,Clinton , Michigan,76534
1621,Solar,New York,Clinton , New York,60285
1622,Hydro,New York,Clinton , Michigan,76534
1623,Hydro,New York,Clinton , New York,60285
1624,Waste,New York,Clinton , Michigan,76534
1625,Waste,New York,Clinton , New York,60285
1626,Hydro,New York,Clinton , Michigan,76534
1627,Hydro,New York,Clinton , New York,60285
1628,Hydro,New York,Clinton , Michigan,76534
1629,Hydro,New York,Clinton , New York,60285
1630,Hydro,New York,Clinton , Michigan,76534
1631,Hydro,New York,Clinton , New York,60285
1632,Wind,New York,Clinton , Michigan,76534
1633,Wind,New York,Clinton , New York,60285
1634,Hydro,New York,Clinton , Michigan,76534
1635,Hydro,New York,Clinton , New York,60285
1636,Wind,New York,Clinton , Michigan,76534
1637,Wind,New York,Clinton , New York,60285
1638,Wind,New York,Clinton , Michigan,76534
1639,Wind,New York,Clinton , New York,60285
1640,Wind,New York,Clinton , Michigan,76534
1641,Wind,New York,Clinton , New York,60285
1642,Hydro,New York,Clinton , Michigan,76534
1643,Hydro,New York,Clinton , New York,60285
1644,Gas,New York,Clinton , Michigan,76534
1645,Gas,New York,Clinton , New York,60285
1646,Hydro,New York,Clinton , Michigan,76534
1647,Hydro,New York,Clinton , New York,60285
1648,Storage,Ohio,Clinton , Michigan,76534
1649,Storage,Ohio,Clinton , New York,60285
1650,Oil,Pennsylvania,Clinton , Michigan,76534
1651,Oil,Pennsylvania,Clinton , New York,60285
1652,Gas,Georgia,Cobb , Georgia,88029
1653,Oil,Georgia,Cobb , Georgia,88029
1654,Solar,Arizona,Cochise , Arizona,56600
1655,Gas,Arizona,Cochise , Arizona,56600
1656,Oil,Arizona,Cochise , Arizona,56600
1657,Solar,Arizona,Cochise , Arizona,56600
1658,Solar,Arizona,Cochise , Arizona,56600
1659,Solar,Arizona,Cochise , Arizona,56600
1660,Solar,Arizona,Cochise , Arizona,56600
1661,Hydro,Arizona,Coconino , Arizona,64533
1662,Oil,Arizona,Coconino , Arizona,64533
1663,Solar,Arizona,Coconino , Arizona,64533
1664,Wind,Arizona,Coconino , Arizona,64533
1665,Waste,Missouri,Cole , Missouri,63326
1666,Oil,Missouri,Cole , Missouri,63326
1667,Oil,Missouri,Cole , Missouri,63326
1668,Waste,Florida,Collier , Florida,74215
1669,Gas,Texas,Collin , Texas,101494
1670,Solar,Texas,Collin , Texas,101494
1671,Solar,Florida,Columbia , Florida,54077
1672,Solar,Florida,Columbia , Georgia,84220
1673,Solar,Georgia,Columbia , Florida,54077
1674,Solar,Georgia,Columbia , Georgia,84220
1675,Hydro,Georgia,Columbia , Florida,54077
1676,Hydro,Georgia,Columbia , Georgia,84220
1677,Hydro,New York,Columbia , Florida,54077
1678,Hydro,New York,Columbia , Georgia,84220
1679,Gas,Oregon,Columbia , Florida,54077
1680,Gas,Oregon,Columbia , Georgia,84220
1681,Wind,Washington,Columbia , Florida,54077
1682,Wind,Washington,Columbia , Georgia,84220
1683,Hydro,Washington,Columbia , Florida,54077
1684,Hydro,Washington,Columbia , Georgia,84220
1685,Wind,Washington,Columbia , Florida,54077
1686,Wind,Washington,Columbia , Georgia,84220
1687,Wind,Washington,Columbia , Florida,54077
1688,Wind,Washington,Columbia , Georgia,84220
1689,Coal,Wisconsin,Columbia , Florida,54077
1690,Coal,Wisconsin,Columbia , Georgia,84220
1691,Wind,Wisconsin,Columbia , Florida,54077
1692,Wind,Wisconsin,Columbia , Georgia,84220
1693,Hydro,Wisconsin,Columbia , Florida,54077
1694,Hydro,Wisconsin,Columbia , Georgia,84220
1695,Hydro,Texas,Comal , Texas,93829
1696,Waste,Texas,Comal , Texas,93829
1697,Wind,Oklahoma,Comanche , Oklahoma,49325
1698,Wind,Oklahoma,Comanche , Oklahoma,49325
1699,Gas,Oklahoma,Comanche , Oklahoma,49325
1700,Wind,Texas,Comanche , Oklahoma,49325
1701,Waste,California,Contra Costa , California,111080
1702,Wind,California,Contra Costa , California,111080
1703,Other,California,Contra Costa , California,111080
1704,Solar,California,Contra Costa , California,111080
1705,Gas,California,Contra Costa , California,111080
1706,Solar,California,Contra Costa , California,111080
1707,Solar,California,Contra Costa , California,111080
1708,Solar,California,Contra Costa , California,111080
1709,Solar,California,Contra Costa , California,111080
1710,Gas,California,Contra Costa , California,111080
1711,Gas,California,Contra Costa , California,111080
1712,Gas,California,Contra Costa , California,111080
1713,Gas,California,Contra Costa , California,111080
1714,Gas,California,Contra Costa , California,111080
1715,Gas,California,Contra Costa , California,111080
1716,Solar,California,Contra Costa , California,111080
1717,Gas,California,Contra Costa , California,111080
1718,Gas,California,Contra Costa , California,111080
1719,Cogeneration,California,Contra Costa , California,111080
1720,Waste,California,Contra Costa , California,111080
1721,Solar,California,Contra Costa , California,111080
1722,Petcoke,California,Contra Costa , California,111080
1723,Gas,California,Contra Costa , California,111080
1724,Gas,California,Contra Costa , California,111080
1725,Gas,California,Contra Costa , California,111080
1726,Wind,California,Contra Costa , California,111080
1727,Solar,Georgia,Cook , Illinois,72092
1728,Waste,Illinois,Cook , Illinois,72092
1729,Gas,Illinois,Cook , Illinois,72092
1730,Gas,Illinois,Cook , Illinois,72092
1731,Gas,Illinois,Cook , Illinois,72092
1732,Gas,Illinois,Cook , Illinois,72092
1733,Solar,Illinois,Cook , Illinois,72092
1734,Oil,Illinois,Cook , Illinois,72092
1735,Gas,Illinois,Cook , Illinois,72092
1736,Coal,Illinois,Cook , Illinois,72092
1737,Waste,Illinois,Cook , Illinois,72092
1738,Gas,Illinois,Cook , Illinois,72092
1739,Oil,Illinois,Cook , Illinois,72092
1740,Gas,Illinois,Cook , Illinois,72092
1741,Gas,Illinois,Cook , Illinois,72092
1742,Gas,Illinois,Cook , Illinois,72092
1743,Gas,Illinois,Cook , Illinois,72092
1744,Gas,Illinois,Cook , Illinois,72092
1745,Oil,Illinois,Cook , Illinois,72092
1746,Gas,Illinois,Cook , Illinois,72092
1747,Gas,Illinois,Cook , Illinois,72092
1748,Gas,Illinois,Cook , Illinois,72092
1749,Gas,Illinois,Cook , Illinois,72092
1750,Gas,Illinois,Cook , Illinois,72092
1751,Gas,Illinois,Cook , Illinois,72092
1752,Gas,Illinois,Cook , Illinois,72092
1753,Oil,Minnesota,Cook , Illinois,72092
1754,Coal,Minnesota,Cook , Illinois,72092
1755,Solar,Texas,Coryell , Texas,62737
1756,Gas,Georgia,Coweta , Georgia,84788
