,primary_fuel,state_x,county,state_y,median income
1757,Biomass,Washington,Cowlitz , Washington,71194
1758,Hydro,Washington,Cowlitz , Washington,71194
1759,Gas,Washington,Cowlitz , Washington,71194
1760,Waste,Washington,Cowlitz , Washington,71194
1761,Gas,Washington,Cowlitz , Washington,71194
1762,Gas,Washington,Cowlitz , Washington,71194
1763,Hydro,Washington,Cowlitz , Washington,71194
1764,Hydro,Washington,Cowlitz , Washington,71194
1765,Gas,Arkansas,Craighead , Arkansas,50186
1766,Solar,North Carolina,Craven , North Carolina,57359
1767,Waste,North Carolina,Craven , North Carolina,57359
1768,Solar,North Carolina,Craven , North Carolina,57359
1769,Biomass,North Carolina,Craven , North Carolina,57359
1770,Waste,North Carolina,Craven , North Carolina,57359
1771,Solar,North Carolina,Craven , North Carolina,57359
1772,Solar,North Carolina,Craven , North Carolina,57359
1773,Solar,North Carolina,Craven , North Carolina,57359
1774,Solar,North Carolina,Craven , North Carolina,57359
1775,Hydro,Arkansas,Crawford , Pennsylvania,55593
1776,Wind,Iowa,Crawford , Pennsylvania,55593
1777,Wind,Iowa,Crawford , Pennsylvania,55593
1778,Oil,Iowa,Crawford , Pennsylvania,55593
1779,Gas,Kansas,Crawford , Pennsylvania,55593
1780,Waste,Kansas,Crawford , Pennsylvania,55593
1781,Waste,Michigan,Crawford , Pennsylvania,55593
1782,Oil,Ohio,Crawford , Pennsylvania,55593
1783,Gas,Ohio,Crawford , Pennsylvania,55593
1784,Hydro,Minnesota,Crow Wing , Minnesota,63921
1785,Hydro,Maine,Cumberland , Maine,80982
1786,Hydro,Maine,Cumberland , New Jersey,58389
1787,Hydro,Maine,Cumberland , North Carolina,52372
1788,Hydro,Maine,Cumberland , Pennsylvania,82691
1789,Oil,Maine,Cumberland , Maine,80982
1790,Oil,Maine,Cumberland , New Jersey,58389
1791,Oil,Maine,Cumberland , North Carolina,52372
1792,Oil,Maine,Cumberland , Pennsylvania,82691
1793,Hydro,Maine,Cumberland , Maine,80982
1794,Hydro,Maine,Cumberland , New Jersey,58389
1795,Hydro,Maine,Cumberland , North Carolina,52372
1796,Hydro,Maine,Cumberland , Pennsylvania,82691
1797,Waste,Maine,Cumberland , Maine,80982
1798,Waste,Maine,Cumberland , New Jersey,58389
1799,Waste,Maine,Cumberland , North Carolina,52372
1800,Waste,Maine,Cumberland , Pennsylvania,82691
1801,Waste,Maine,Cumberland , Maine,80982
1802,Waste,Maine,Cumberland , New Jersey,58389
1803,Waste,Maine,Cumberland , North Carolina,52372
1804,Waste,Maine,Cumberland , Pennsylvania,82691
1805,Gas,Maine,Cumberland , Maine,80982
1806,Gas,Maine,Cumberland , New Jersey,58389
1807,Gas,Maine,Cumberland , North Carolina,52372
1808,Gas,Maine,Cumberland , Pennsylvania,82691
1809,Oil,Maine,Cumberland , Maine,80982
1810,Oil,Maine,Cumberland , New Jersey,58389
1811,Oil,Maine,Cumberland , North Carolina,52372
1812,Oil,Maine,Cumberland , Pennsylvania,82691
1813,Solar,New Jersey,Cumberland , Maine,80982
1814,Solar,New Jersey,Cumberland , New Jersey,58389
1815,Solar,New Jersey,Cumberland , North Carolina,52372
1816,Solar,New Jersey,Cumberland , Pennsylvania,82691
1817,Solar,New Jersey,Cumberland , Maine,80982
1818,Solar,New Jersey,Cumberland , New Jersey,58389
1819,Solar,New Jersey,Cumberland , North Carolina,52372
1820,Solar,New Jersey,Cumberland , Pennsylvania,82691
1821,Gas,New Jersey,Cumberland , Maine,80982
1822,Gas,New Jersey,Cumberland , New Jersey,58389
1823,Gas,New Jersey,Cumberland , North Carolina,52372
1824,Gas,New Jersey,Cumberland , Pennsylvania,82691
1825,Gas,New Jersey,Cumberland , Maine,80982
1826,Gas,New Jersey,Cumberland , New Jersey,58389
1827,Gas,New Jersey,Cumberland , North Carolina,52372
1828,Gas,New Jersey,Cumberland , Pennsylvania,82691
1829,Solar,New Jersey,Cumberland , Maine,80982
1830,Solar,New Jersey,Cumberland , New Jersey,58389
1831,Solar,New Jersey,Cumberland , North Carolina,52372
1832,Solar,New Jersey,Cumberland , Pennsylvania,82691
1833,Solar,New Jersey,Cumberland , Maine,80982
1834,Solar,New Jersey,Cumberland , New Jersey,58389
1835,Solar,New Jersey,Cumberland , North Carolina,52372
1836,Solar,New Jersey,Cumberland , Pennsylvania,82691
1837,Gas,New Jersey,Cumberland , Maine,80982
1838,Gas,New Jersey,Cumberland , New Jersey,58389
1839,Gas,New Jersey,Cumberland , North Carolina,52372
1840,Gas,New Jersey,Cumberland , Pennsylvania,82691
1841,Waste,New Jersey,Cumberland , Maine,80982
1842,Waste,New Jersey,Cumberland , New Jersey,58389
1843,Waste,New Jersey,Cumberland , North Carolina,52372
1844,Waste,New Jersey,Cumberland , Pennsylvania,82691
1845,Gas,New Jersey,Cumberland , Maine,80982
1846,Gas,New Jersey,Cumberland , New Jersey,58389
1847,Gas,New Jersey,Cumberland , North Carolina,52372
1848,Gas,New Jersey,Cumberland , Pennsylvania,82691
1849,Solar,New Jersey,Cumberland , Maine,80982
1850,Solar,New Jersey,Cumberland , New Jersey,58389
1851,Solar,New Jersey,Cumberland , North Carolina,52372
1852,Solar,New Jersey,Cumberland , Pennsylvania,82691
1853,Solar,New Jersey,Cumberland , Maine,80982
1854,Solar,New Jersey,Cumberland , New Jersey,58389
1855,Solar,New Jersey,Cumberland , North Carolina,52372
1856,Solar,New Jersey,Cumberland , Pennsylvania,82691
1857,Solar,New Jersey,Cumberland , Maine,80982
1858,Solar,New Jersey,Cumberland , New Jersey,58389
1859,Solar,New Jersey,Cumberland , North Carolina,52372
1860,Solar,New Jersey,Cumberland , Pennsylvania,82691
1861,Solar,New Jersey,Cumberland , Maine,80982
1862,Solar,New Jersey,Cumberland , New Jersey,58389
1863,Solar,New Jersey,Cumberland , North Carolina,52372
1864,Solar,New Jersey,Cumberland , Pennsylvania,82691
1865,Solar,New Jersey,Cumberland , Maine,80982
1866,Solar,New Jersey,Cumberland , New Jersey,58389
1867,Solar,New Jersey,Cumberland , North Carolina,52372
1868,Solar,New Jersey,Cumberland , Pennsylvania,82691
1869,Gas,New Jersey,Cumberland , Maine,80982
1870,Gas,New Jersey,Cumberland , New Jersey,58389
1871,Gas,New Jersey,Cumberland , North Carolina,52372
1872,Gas,New Jersey,Cumberland , Pennsylvania,82691
1873,Solar,New Jersey,Cumberland , Maine,80982
1874,Solar,New Jersey,Cumberland , New Jersey,58389
1875,Solar,New Jersey,Cumberland , North Carolina,52372
1876,Solar,New Jersey,Cumberland , Pennsylvania,82691
1877,Solar,New Jersey,Cumberland , Maine,80982
1878,Solar,New Jersey,Cumberland , New Jersey,58389
1879,Solar,New Jersey,Cumberland , North Carolina,52372
1880,Solar,New Jersey,Cumberland , Pennsylvania,82691
1881,Solar,New Jersey,Cumberland , Maine,80982
1882,Solar,New Jersey,Cumberland , New Jersey,58389
1883,Solar,New Jersey,Cumberland , North Carolina,52372
1884,Solar,New Jersey,Cumberland , Pennsylvania,82691
1885,Solar,New Jersey,Cumberland , Maine,80982
1886,Solar,New Jersey,Cumberland , New Jersey,58389
1887,Solar,New Jersey,Cumberland , North Carolina,52372
1888,Solar,New Jersey,Cumberland , Pennsylvania,82691
1889,Oil,New Jersey,Cumberland , Maine,80982
1890,Oil,New Jersey,Cumberland , New Jersey,58389
1891,Oil,New Jersey,Cumberland , North Carolina,52372
1892,Oil,New Jersey,Cumberland , Pennsylvania,82691
1893,Gas,North Carolina,Cumberland , Maine,80982
1894,Gas,North Carolina,Cumberland , New Jersey,58389
1895,Gas,North Carolina,Cumberland , North Carolina,52372
1896,Gas,North Carolina,Cumberland , Pennsylvania,82691
1897,Solar,North Carolina,Cumberland , Maine,80982
1898,Solar,North Carolina,Cumberland , New Jersey,58389
1899,Solar,North Carolina,Cumberland , North Carolina,52372
1900,Solar,North Carolina,Cumberland , Pennsylvania,82691
1901,Solar,North Carolina,Cumberland , Maine,80982
1902,Solar,North Carolina,Cumberland , New Jersey,58389
1903,Solar,North Carolina,Cumberland , North Carolina,52372
1904,Solar,North Carolina,Cumberland , Pennsylvania,82691
1905,Solar,North Carolina,Cumberland , Maine,80982
1906,Solar,North Carolina,Cumberland , New Jersey,58389
1907,Solar,North Carolina,Cumberland , North Carolina,52372
1908,Solar,North Carolina,Cumberland , Pennsylvania,82691
1909,Solar,North Carolina,Cumberland , Maine,80982
1910,Solar,North Carolina,Cumberland , New Jersey,58389
1911,Solar,North Carolina,Cumberland , North Carolina,52372
1912,Solar,North Carolina,Cumberland , Pennsylvania,82691
1913,Solar,North Carolina,Cumberland , Maine,80982
1914,Solar,North Carolina,Cumberland , New Jersey,58389
1915,Solar,North Carolina,Cumberland , North Carolina,52372
1916,Solar,North Carolina,Cumberland , Pennsylvania,82691
1917,Solar,North Carolina,Cumberland , Maine,80982
1918,Solar,North Carolina,Cumberland , New Jersey,58389
1919,Solar,North Carolina,Cumberland , North Carolina,52372
1920,Solar,North Carolina,Cumberland , Pennsylvania,82691
1921,Solar,North Carolina,Cumberland , Maine,80982
1922,Solar,North Carolina,Cumberland , New Jersey,58389
1923,Solar,North Carolina,Cumberland , North Carolina,52372
1924,Solar,North Carolina,Cumberland , Pennsylvania,82691
1925,Solar,North Carolina,Cumberland , Maine,80982
1926,Solar,North Carolina,Cumberland , New Jersey,58389
1927,Solar,North Carolina,Cumberland , North Carolina,52372
1928,Solar,North Carolina,Cumberland , Pennsylvania,82691
1929,Solar,North Carolina,Cumberland , Maine,80982
1930,Solar,North Carolina,Cumberland , New Jersey,58389
1931,Solar,North Carolina,Cumberland , North Carolina,52372
1932,Solar,North Carolina,Cumberland , Pennsylvania,82691
1933,Solar,North Carolina,Cumberland , Maine,80982
1934,Solar,North Carolina,Cumberland , New Jersey,58389
1935,Solar,North Carolina,Cumberland , North Carolina,52372
1936,Solar,North Carolina,Cumberland , Pennsylvania,82691
1937,Solar,North Carolina,Cumberland , Maine,80982
1938,Solar,North Carolina,Cumberland , New Jersey,58389
1939,Solar,North Carolina,Cumberland , North Carolina,52372
1940,Solar,North Carolina,Cumberland , Pennsylvania,82691
1941,Solar,North Carolina,Cumberland , Maine,80982
1942,Solar,North Carolina,Cumberland , New Jersey,58389
1943,Solar,North Carolina,Cumberland , North Carolina,52372
1944,Solar,North Carolina,Cumberland , Pennsylvania,82691
1945,Solar,North Carolina,Cumberland , Maine,80982
1946,Solar,North Carolina,Cumberland , New Jersey,58389
1947,Solar,North Carolina,Cumberland , North Carolina,52372
1948,Solar,North Carolina,Cumberland , Pennsylvania,82691
1949,Solar,Pennsylvania,Cumberland , Maine,80982
1950,Solar,Pennsylvania,Cumberland , New Jersey,58389
1951,Solar,Pennsylvania,Cumberland , North Carolina,52372
1952,Solar,Pennsylvania,Cumberland , Pennsylvania,82691
1953,Waste,Pennsylvania,Cumberland , Maine,80982
1954,Waste,Pennsylvania,Cumberland , New Jersey,58389
1955,Waste,Pennsylvania,Cumberland , North Carolina,52372
1956,Waste,Pennsylvania,Cumberland , Pennsylvania,82691
1957,Solar,Pennsylvania,Cumberland , Maine,80982
1958,Solar,Pennsylvania,Cumberland , New Jersey,58389
1959,Solar,Pennsylvania,Cumberland , North Carolina,52372
1960,Solar,Pennsylvania,Cumberland , Pennsylvania,82691
1961,Oil,Pennsylvania,Cumberland , Maine,80982
1962,Oil,Pennsylvania,Cumberland , New Jersey,58389
1963,Oil,Pennsylvania,Cumberland , North Carolina,52372
1964,Oil,Pennsylvania,Cumberland , Pennsylvania,82691
1965,Oil,Pennsylvania,Cumberland , Maine,80982
1966,Oil,Pennsylvania,Cumberland , New Jersey,58389
1967,Oil,Pennsylvania,Cumberland , North Carolina,52372
1968,Oil,Pennsylvania,Cumberland , Pennsylvania,82691
1969,Oil,Pennsylvania,Cumberland , Maine,80982
1970,Oil,Pennsylvania,Cumberland , New Jersey,58389
1971,Oil,Pennsylvania,Cumberland , North Carolina,52372
1972,Oil,Pennsylvania,Cumberland , Pennsylvania,82691
1973,Gas,Ohio,Cuyahoga , Ohio,55132
1974,Oil,Ohio,Cuyahoga , Ohio,55132
1975,Gas,Ohio,Cuyahoga , Ohio,55132
1976,Oil,Ohio,Cuyahoga , Ohio,55132
1977,Biomass,Ohio,Cuyahoga , Ohio,55132
1978,Solar,Ohio,Cuyahoga , Ohio,55132
1979,Wind,Ohio,Cuyahoga , Ohio,55132
1980,Wind,Ohio,Cuyahoga , Ohio,55132
1981,Solar,Ohio,Cuyahoga , Ohio,55132
1982,Gas,Ohio,Cuyahoga , Ohio,55132
1983,Gas,Minnesota,Dakota , Minnesota,93786
1984,Hydro,Minnesota,Dakota , Minnesota,93786
1985,Solar,Minnesota,Dakota , Minnesota,93786
1986,Waste,Minnesota,Dakota , Minnesota,93786
1987,Solar,Minnesota,Dakota , Minnesota,93786
1988,Wind,Minnesota,Dakota , Minnesota,93786
1989,Solar,Minnesota,Dakota , Minnesota,93786
1990,Solar,Minnesota,Dakota , Minnesota,93786
1991,Solar,Minnesota,Dakota , Minnesota,93786
1992,Solar,Minnesota,Dakota , Minnesota,93786
1993,Solar,Minnesota,Dakota , Minnesota,93786
1994,Hydro,Minnesota,Dakota , Minnesota,93786
1995,Gas,Minnesota,Dakota , Minnesota,93786
1996,Solar,Minnesota,Dakota , Minnesota,93786
1997,Solar,Minnesota,Dakota , Minnesota,93786
1998,Solar,Minnesota,Dakota , Minnesota,93786
1999,Solar,Minnesota,Dakota , Minnesota,93786
2000,Solar,Minnesota,Dakota , Minnesota,93786
2001,Oil,Minnesota,Dakota , Minnesota,93786
2002,Oil,Minnesota,Dakota , Minnesota,93786
2003,Oil,Minnesota,Dakota , Minnesota,93786
2004,Solar,Minnesota,Dakota , Minnesota,93786
2005,Solar,Minnesota,Dakota , Minnesota,93786
2006,Solar,Minnesota,Dakota , Minnesota,93786
2007,Oil,Minnesota,Dakota , Minnesota,93786
2008,Oil,Minnesota,Dakota , Minnesota,93786
2009,Solar,Nebraska,Dakota , Minnesota,93786
2010,Gas,Alabama,Dallas , Iowa,90750
2011,Gas,Alabama,Dallas , Texas,63494
2012,Waste,Texas,Dallas , Iowa,90750
2013,Waste,Texas,Dallas , Texas,63494
2014,Gas,Texas,Dallas , Iowa,90750
2015,Gas,Texas,Dallas , Texas,63494
2016,Gas,Texas,Dallas , Iowa,90750
2017,Gas,Texas,Dallas , Texas,63494
2018,Oil,Texas,Dallas , Iowa,90750
2019,Oil,Texas,Dallas , Texas,63494
2020,Gas,Wisconsin,Dane , Wisconsin,77221
2021,Oil,Wisconsin,Dane , Wisconsin,77221
2022,Biomass,Wisconsin,Dane , Wisconsin,77221
2023,Oil,Wisconsin,Dane , Wisconsin,77221
2024,Oil,Wisconsin,Dane , Wisconsin,77221
2025,Gas,Wisconsin,Dane , Wisconsin,77221
2026,Biomass,Wisconsin,Dane , Wisconsin,77221
2027,Wind,Wisconsin,Dane , Wisconsin,77221
2028,Gas,Wisconsin,Dane , Wisconsin,77221
2029,Gas,Wisconsin,Dane , Wisconsin,77221
2030,Gas,Wisconsin,Dane , Wisconsin,77221
2031,Gas,Wisconsin,Dane , Wisconsin,77221
2032,Gas,Wisconsin,Dane , Wisconsin,77221
2033,Waste,Pennsylvania,Dauphin , Pennsylvania,66454
2034,Gas,Pennsylvania,Dauphin , Pennsylvania,66454
2035,Gas,Pennsylvania,Dauphin , Pennsylvania,66454
2036,Oil,Pennsylvania,Dauphin , Pennsylvania,66454
2037,Waste,North Carolina,Davidson , North Carolina,52205
2038,Waste,North Carolina,Davidson , Tennessee,65348
2039,Hydro,North Carolina,Davidson , North Carolina,52205
2040,Hydro,North Carolina,Davidson , Tennessee,65348
2041,Oil,North Carolina,Davidson , North Carolina,52205
2042,Oil,North Carolina,Davidson , Tennessee,65348
2043,Oil,North Carolina,Davidson , North Carolina,52205
2044,Oil,North Carolina,Davidson , Tennessee,65348
2045,Oil,North Carolina,Davidson , North Carolina,52205
2046,Oil,North Carolina,Davidson , Tennessee,65348
2047,Oil,North Carolina,Davidson , North Carolina,52205
2048,Oil,North Carolina,Davidson , Tennessee,65348
2049,Hydro,Tennessee,Davidson , North Carolina,52205
2050,Hydro,Tennessee,Davidson , Tennessee,65348
2051,Solar,Tennessee,Davidson , North Carolina,52205
2052,Solar,Tennessee,Davidson , Tennessee,65348
2053,Gas,Tennessee,Davidson , North Carolina,52205
2054,Gas,Tennessee,Davidson , Tennessee,65348
2055,Gas,Tennessee,Davidson , North Carolina,52205
2056,Gas,Tennessee,Davidson , Tennessee,65348
2057,Coal,Indiana,Daviess , Kentucky,59307
2058,Solar,Indiana,Daviess , Kentucky,59307
2059,Coal,Kentucky,Daviess , Kentucky,59307
2060,Oil,Missouri,Daviess , Kentucky,59307
2061,Gas,Iowa,Davis , Utah,93182
2062,Solar,Iowa,Davis , Utah,93182
2063,Gas,Utah,Davis , Utah,93182
2064,Waste,Utah,Davis , Utah,93182
2065,Gas,Utah,Davis , Utah,93182
2066,Solar,Utah,Davis , Utah,93182
2067,Waste,Alabama,DeKalb , Alabama,41800
2068,Waste,Alabama,DeKalb , Georgia,70985
2069,Waste,Alabama,DeKalb , Illinois,65615
2070,Oil,Georgia,DeKalb , Alabama,41800
2071,Oil,Georgia,DeKalb , Georgia,70985
2072,Oil,Georgia,DeKalb , Illinois,65615
2073,Oil,Georgia,DeKalb , Alabama,41800
2074,Oil,Georgia,DeKalb , Georgia,70985
2075,Oil,Georgia,DeKalb , Illinois,65615
2076,Solar,Georgia,DeKalb , Alabama,41800
2077,Solar,Georgia,DeKalb , Georgia,70985
2078,Solar,Georgia,DeKalb , Illinois,65615
2079,Solar,Georgia,DeKalb , Alabama,41800
2080,Solar,Georgia,DeKalb , Georgia,70985
2081,Solar,Georgia,DeKalb , Illinois,65615
2082,Wind,Illinois,DeKalb , Alabama,41800
2083,Wind,Illinois,DeKalb , Georgia,70985
2084,Wind,Illinois,DeKalb , Illinois,65615
2085,Solar,Indiana,DeKalb , Alabama,41800
2086,Solar,Indiana,DeKalb , Georgia,70985
2087,Solar,Indiana,DeKalb , Illinois,65615
2088,Wind,Missouri,DeKalb , Alabama,41800
2089,Wind,Missouri,DeKalb , Georgia,70985
2090,Wind,Missouri,DeKalb , Illinois,65615
2091,Wind,Missouri,DeKalb , Alabama,41800
2092,Wind,Missouri,DeKalb , Georgia,70985
2093,Wind,Missouri,DeKalb , Illinois,65615
2094,Hydro,Tennessee,DeKalb , Alabama,41800
2095,Hydro,Tennessee,DeKalb , Georgia,70985
2096,Hydro,Tennessee,DeKalb , Illinois,65615
2097,Oil,Iowa,Delaware , Indiana,50497
2098,Oil,Iowa,Delaware , Ohio,117224
2099,Oil,Iowa,Delaware , Pennsylvania,78220
2100,Wind,Iowa,Delaware , Indiana,50497
2101,Wind,Iowa,Delaware , Ohio,117224
2102,Wind,Iowa,Delaware , Pennsylvania,78220
2103,Oil,Iowa,Delaware , Indiana,50497
2104,Oil,Iowa,Delaware , Ohio,117224
2105,Oil,Iowa,Delaware , Pennsylvania,78220
2106,Storage,Ohio,Delaware , Indiana,50497
2107,Storage,Ohio,Delaware , Ohio,117224
2108,Storage,Ohio,Delaware , Pennsylvania,78220
2109,Hydro,Ohio,Delaware , Indiana,50497
2110,Hydro,Ohio,Delaware , Ohio,117224
2111,Hydro,Ohio,Delaware , Pennsylvania,78220
2112,Oil,Pennsylvania,Delaware , Indiana,50497
2113,Oil,Pennsylvania,Delaware , Ohio,117224
2114,Oil,Pennsylvania,Delaware , Pennsylvania,78220
2115,Waste,Pennsylvania,Delaware , Indiana,50497
2116,Waste,Pennsylvania,Delaware , Ohio,117224
2117,Waste,Pennsylvania,Delaware , Pennsylvania,78220
2118,Gas,Pennsylvania,Delaware , Indiana,50497
2119,Gas,Pennsylvania,Delaware , Ohio,117224
2120,Gas,Pennsylvania,Delaware , Pennsylvania,78220
2121,Gas,Pennsylvania,Delaware , Indiana,50497
2122,Gas,Pennsylvania,Delaware , Ohio,117224
2123,Gas,Pennsylvania,Delaware , Pennsylvania,78220
2124,Gas,Pennsylvania,Delaware , Indiana,50497
2125,Gas,Pennsylvania,Delaware , Ohio,117224
2126,Gas,Pennsylvania,Delaware , Pennsylvania,78220
2127,Solar,Texas,Denton , Texas,97671
2128,Waste,Texas,Denton , Texas,97671
2129,Gas,Texas,Denton , Texas,97671
2130,Waste,Texas,Denton , Texas,97671
2131,Waste,Texas,Denton , Texas,97671
2132,Hydro,Texas,Denton , Texas,97671
2133,Gas,Texas,Denton , Texas,97671
2134,Solar,Oregon,Deschutes , Oregon,79796
2135,Hydro,Oregon,Deschutes , Oregon,79796
2136,Hydro,Oregon,Deschutes , Oregon,79796
2137,Solar,Oregon,Deschutes , Oregon,79796
2138,Solar,Oregon,Deschutes , Oregon,79796
2139,Hydro,Oregon,Deschutes , Oregon,79796
2140,Solar,Oregon,Deschutes , Oregon,79796
2141,Solar,Florida,DeSoto , Mississippi,70490
2142,Solar,Florida,DeSoto , Mississippi,70490
2143,Solar,Florida,DeSoto , Mississippi,70490
2144,Gas,Mississippi,DeSoto , Mississippi,70490
2145,Gas,New Mexico,Do̱a Ana , New Mexico,45178
2146,Waste,New Mexico,Do̱a Ana , New Mexico,45178
2147,Solar,New Mexico,Do̱a Ana , New Mexico,45178
2148,Gas,New Mexico,Do̱a Ana , New Mexico,45178
2149,Gas,New Mexico,Do̱a Ana , New Mexico,45178
2150,Solar,New Mexico,Do̱a Ana , New Mexico,45178
2151,Solar,New Mexico,Do̱a Ana , New Mexico,45178
2152,Solar,New Mexico,Do̱a Ana , New Mexico,45178
2153,Solar,Minnesota,Dodge , Wisconsin,65773
2154,Solar,Minnesota,Dodge , Wisconsin,65773
2155,Solar,Minnesota,Dodge , Wisconsin,65773
2156,Solar,Minnesota,Dodge , Wisconsin,65773
2157,Solar,Minnesota,Dodge , Wisconsin,65773
2158,Wind,Minnesota,Dodge , Wisconsin,65773
2159,Solar,Minnesota,Dodge , Wisconsin,65773
2160,Solar,Minnesota,Dodge , Wisconsin,65773
2161,Coal,Nebraska,Dodge , Wisconsin,65773
2162,Wind,Wisconsin,Dodge , Wisconsin,65773
2163,Wind,Wisconsin,Dodge , Wisconsin,65773
2164,Oil,Wisconsin,Dodge , Wisconsin,65773
2165,Solar,Maryland,Dorchester , South Carolina,70009
2166,Solar,Maryland,Dorchester , South Carolina,70009
2167,Oil,Maryland,Dorchester , South Carolina,70009
2168,Waste,South Carolina,Dorchester , South Carolina,70009
2169,Waste,Georgia,Dougherty , Georgia,42067
2170,Solar,Georgia,Dougherty , Georgia,42067
2171,Hydro,Georgia,Dougherty , Georgia,42067
2172,Biomass,Georgia,Dougherty , Georgia,42067
2173,Solar,Georgia,Dougherty , Georgia,42067
2174,Hydro,Colorado,Douglas , Colorado,129299
2175,Hydro,Colorado,Douglas , Georgia,65046
2176,Hydro,Colorado,Douglas , Kansas,56576
2177,Hydro,Colorado,Douglas , Nebraska,69290
2178,Hydro,Colorado,Douglas , Oregon,51166
2179,Hydro,Colorado,Douglas , Colorado,129299
2180,Hydro,Colorado,Douglas , Georgia,65046
