,State,Year,Fuel Type,Capacity (MWh)
2017,IA,2000,Petroleum,1083.0
2018,IA,2000,Nuclear,520.0
2019,IA,2000,Natural Gas,915.0
2020,IA,2000,Wind,197.0
2021,IA,1999,Natural Gas,920.0
2022,IA,1999,Coal,6210.0
2023,IA,1999,Wind,195.0
2024,IA,1999,Petroleum,1002.0
2025,IA,1999,Nuclear,520.0
2026,IA,1999,Hydroelectric,137.0
2027,IA,1998,Petroleum,950.0
2028,IA,1998,Nuclear,520.0
2029,IA,1998,Natural Gas,885.0
2030,IA,1998,Hydroelectric,136.0
2031,IA,1998,Coal,6209.0
2032,IA,1998,Wind,0.0
2033,IA,1997,Coal,6050.0
2034,IA,1997,Wind,0.0
2035,IA,1997,Petroleum,946.0
2036,IA,1997,Nuclear,535.0
2037,IA,1997,Natural Gas,874.0
2038,IA,1997,Hydroelectric,136.0
2039,IA,1996,Coal,6095.0
2040,IA,1996,Wind,0.0
2041,IA,1996,Petroleum,928.0
2042,IA,1996,Nuclear,520.0
2043,IA,1996,Natural Gas,815.0
2044,IA,1996,Hydroelectric,141.0
2045,IA,1995,Nuclear,528.0
2046,IA,1995,Petroleum,814.0
2047,IA,1995,Wind,0.0
2048,IA,1995,Coal,6283.0
2049,IA,1995,Natural Gas,826.0
2050,IA,1995,Hydroelectric,136.0
2051,IA,1994,Coal,6234.0
2052,IA,1994,Wind,0.0
2053,IA,1994,Petroleum,842.0
2054,IA,1994,Nuclear,515.0
2055,IA,1994,Natural Gas,908.0
2056,IA,1994,Hydroelectric,130.0
2057,IA,1993,Coal,6077.0
2058,IA,1993,Wind,0.0
2059,IA,1993,Petroleum,824.0
2060,IA,1993,Nuclear,515.0
2061,IA,1993,Natural Gas,930.0
2062,IA,1993,Hydroelectric,130.0
2063,IA,1992,Coal,6063.0
2064,IA,1992,Hydroelectric,130.0
2065,IA,1992,Petroleum,795.0
2066,IA,1992,Nuclear,515.0
2067,IA,1992,Natural Gas,930.0
2068,IA,1991,Coal,6158.0
2069,IA,1991,Petroleum,781.0
2070,IA,1991,Nuclear,515.0
2071,IA,1991,Natural Gas,847.0
2072,IA,1991,Hydroelectric,130.0
2073,IA,1990,Coal,5912.0
2074,IA,1990,Nuclear,530.0
2075,IA,1990,Natural Gas,745.0
2076,IA,1990,Hydroelectric,130.0
2077,IA,1990,Petroleum,717.0
2078,ID,2021,Coal,5.0
2079,ID,2021,Wind,970.4
2080,ID,2021,Solar,242.0
2081,ID,2021,Petroleum,5.4
2082,ID,2021,Natural Gas,1117.9
2083,ID,2021,Hydroelectric,2623.8
2084,ID,2021,Geothermal,10.0
2085,ID,2020,Coal,5.0
2086,ID,2020,Wind,970.4
2087,ID,2020,Solar,242.0
2088,ID,2020,Petroleum,5.4
2089,ID,2020,Natural Gas,1111.4
2090,ID,2020,Hydroelectric,2767.4
2091,ID,2020,Geothermal,10.0
2092,ID,2018,Hydroelectric,2764.2
2093,ID,2018,Natural Gas,1113.2
2094,ID,2018,Petroleum,5.4
2095,ID,2018,Solar,240.0
2096,ID,2018,Wind,970.4
2097,ID,2018,Coal,8.5
2098,ID,2018,Geothermal,10.0
2099,ID,2017,Hydroelectric,2707.5
2100,ID,2017,Natural Gas,1113.7
2101,ID,2017,Petroleum,5.4
2102,ID,2017,Solar,240.0
2103,ID,2017,Wind,970.5
2104,ID,2017,Coal,8.5
2105,ID,2017,Geothermal,10.0
2106,ID,2016,Solar,120.0
2107,ID,2016,Petroleum,5.4
2108,ID,2016,Natural Gas,1134.2
2109,ID,2016,Hydroelectric,2708.9
2110,ID,2016,Geothermal,10.0
2111,ID,2016,Coal,8.5
2112,ID,2016,Wind,970.5
2113,ID,2015,Coal,17.2
2114,ID,2015,Wind,962.7
2115,ID,2015,Petroleum,5.4
2116,ID,2015,Natural Gas,1134.9
2117,ID,2015,Hydroelectric,2707.7
2118,ID,2015,Geothermal,10.0
2119,ID,2014,Coal,17.2
2120,ID,2014,Wind,962.7
2121,ID,2014,Geothermal,10.0
2122,ID,2014,Hydroelectric,2707.7
2123,ID,2014,Natural Gas,1130.3
2124,ID,2014,Petroleum,5.4
2125,ID,2013,Hydroelectric,2704.5
2126,ID,2013,Natural Gas,1114.8
2127,ID,2013,Petroleum,5.4
2128,ID,2013,Wind,962.7
2129,ID,2013,Coal,17.2
2130,ID,2013,Geothermal,10.0
2131,ID,2012,Hydroelectric,2703.4
2132,ID,2012,Natural Gas,1110.5
2133,ID,2012,Petroleum,5.4
2134,ID,2012,Wind,962.7
2135,ID,2012,Coal,17.2
2136,ID,2012,Geothermal,10.0
2137,ID,2011,Coal,17.2
2138,ID,2011,Wind,611.3
2139,ID,2011,Petroleum,5.4
2140,ID,2011,Natural Gas,811.8
2141,ID,2011,Hydroelectric,2703.9
2142,ID,2011,Geothermal,10.0
2143,ID,2010,Coal,17.2
2144,ID,2010,Hydroelectric,2703.9
2145,ID,2010,Natural Gas,811.8
2146,ID,2010,Petroleum,5.4
2147,ID,2010,Wind,352.2
2148,ID,2010,Geothermal,10.0
2149,ID,2009,Coal,17.2
2150,ID,2009,Wind,146.4
2151,ID,2009,Petroleum,5.4
2152,ID,2009,Natural Gas,811.8
2153,ID,2009,Hydroelectric,2682.3
2154,ID,2009,Geothermal,7.4
2155,ID,2008,Natural Gas,805.0
2156,ID,2008,Petroleum,5.4
2157,ID,2008,Wind,117.0
2158,ID,2008,Coal,17.2
2159,ID,2008,Hydroelectric,2345.9
2160,ID,2008,Geothermal,9.5
2161,ID,2007,Coal,17.0
2162,ID,2007,Wind,75.0
2163,ID,2007,Hydroelectric,2367.0
2164,ID,2007,Natural Gas,645.0
2165,ID,2007,Petroleum,5.0
2166,ID,2006,Coal,17.0
2167,ID,2006,Natural Gas,645.0
2168,ID,2006,Petroleum,5.0
2169,ID,2006,Wind,75.0
2170,ID,2006,Hydroelectric,2378.0
2171,ID,2005,Natural Gas,645.0
2172,ID,2005,Petroleum,5.0
2173,ID,2005,Wind,11.0
2174,ID,2005,Coal,17.0
2175,ID,2005,Hydroelectric,2390.0
2176,ID,2004,Coal,17.0
2177,ID,2004,Hydroelectric,2391.0
2178,ID,2004,Natural Gas,481.0
2179,ID,2004,Petroleum,5.0
2180,ID,2003,Coal,17.0
2181,ID,2003,Petroleum,5.0
2182,ID,2003,Natural Gas,481.0
2183,ID,2003,Hydroelectric,2414.0
2184,ID,2002,Coal,16.0
2185,ID,2002,Petroleum,5.0
2186,ID,2002,Hydroelectric,2664.0
2187,ID,2002,Natural Gas,233.0
2188,ID,2001,Coal,15.0
2189,ID,2001,Petroleum,5.0
2190,ID,2001,Natural Gas,247.0
2191,ID,2001,Hydroelectric,2637.0
2192,ID,2000,Coal,18.0
2193,ID,2000,Natural Gas,160.0
2194,ID,2000,Hydroelectric,2696.0
2195,ID,2000,Petroleum,6.0
2196,ID,1999,Natural Gas,154.0
2197,ID,1999,Petroleum,6.0
2198,ID,1999,Coal,18.0
2199,ID,1999,Hydroelectric,2681.0
2200,ID,1998,Natural Gas,154.0
2201,ID,1998,Hydroelectric,2686.0
2202,ID,1998,Coal,18.0
2203,ID,1998,Petroleum,6.0
2204,ID,1997,Coal,18.0
2205,ID,1997,Petroleum,6.0
2206,ID,1997,Natural Gas,154.0
2207,ID,1997,Hydroelectric,2688.0
2208,ID,1996,Coal,18.0
2209,ID,1996,Petroleum,6.0
2210,ID,1996,Natural Gas,154.0
2211,ID,1996,Hydroelectric,2664.0
2212,ID,1995,Coal,18.0
2213,ID,1995,Petroleum,6.0
2214,ID,1995,Hydroelectric,2669.0
2215,ID,1995,Natural Gas,136.0
2216,ID,1994,Coal,17.0
2217,ID,1994,Petroleum,6.0
2218,ID,1994,Natural Gas,136.0
2219,ID,1994,Hydroelectric,2605.0
2220,ID,1993,Coal,12.0
2221,ID,1993,Petroleum,6.0
2222,ID,1993,Hydroelectric,2541.0
2223,ID,1992,Coal,12.0
2224,ID,1992,Petroleum,6.0
2225,ID,1992,Hydroelectric,2524.0
2226,ID,1991,Coal,12.0
2227,ID,1991,Petroleum,56.0
2228,ID,1991,Hydroelectric,2422.0
2229,ID,1990,Coal,12.0
2230,ID,1990,Hydroelectric,2444.0
2231,ID,1990,Petroleum,56.0
2232,IL,2021,Petroleum,773.9
2233,IL,2021,Nuclear,11582.4
2234,IL,2021,Natural Gas,15798.4
2235,IL,2021,Hydroelectric,32.9
2236,IL,2021,Coal,9547.8
2237,IL,2021,Wind,7173.1
2238,IL,2021,Solar,647.0
2239,IL,2020,Coal,9652.0
2240,IL,2020,Wind,6300.6
2241,IL,2020,Solar,119.6
2242,IL,2020,Petroleum,664.6
2243,IL,2020,Nuclear,11582.4
2244,IL,2020,Natural Gas,15761.6
2245,IL,2020,Hydroelectric,34.1
2246,IL,2018,Natural Gas,15718.6
2247,IL,2018,Nuclear,11582.4
2248,IL,2018,Petroleum,674.2
2249,IL,2018,Coal,12626.0
2250,IL,2018,Wind,4618.8
2251,IL,2018,Solar,40.6
2252,IL,2018,Hydroelectric,34.1
2253,IL,2017,Natural Gas,14254.4
2254,IL,2017,Nuclear,11577.4
2255,IL,2017,Petroleum,674.2
2256,IL,2017,Solar,34.8
2257,IL,2017,Wind,4261.8
2258,IL,2017,Coal,13966.0
2259,IL,2017,Hydroelectric,34.1
2260,IL,2016,Coal,14015.1
2261,IL,2016,Wind,3983.8
2262,IL,2016,Solar,32.8
2263,IL,2016,Petroleum,685.0
2264,IL,2016,Nuclear,11587.3
2265,IL,2016,Natural Gas,14156.0
2266,IL,2016,Hydroelectric,34.1
2267,IL,2015,Natural Gas,13985.6
2268,IL,2015,Hydroelectric,34.1
2269,IL,2015,Coal,15109.6
2270,IL,2015,Wind,3799.8
2271,IL,2015,Solar,32.8
2272,IL,2015,Petroleum,680.3
2273,IL,2015,Nuclear,11589.6
2274,IL,2014,Solar,31.9
2275,IL,2014,Wind,3526.8
2276,IL,2014,Coal,15254.9
2277,IL,2014,Petroleum,682.2
2278,IL,2014,Hydroelectric,34.1
2279,IL,2014,Natural Gas,13387.3
2280,IL,2014,Nuclear,11564.1
2281,IL,2013,Natural Gas,13355.3
2282,IL,2013,Nuclear,11577.5
2283,IL,2013,Petroleum,683.2
2284,IL,2013,Solar,31.6
2285,IL,2013,Wind,3525.1
2286,IL,2013,Coal,15498.4
2287,IL,2013,Hydroelectric,34.1
2288,IL,2012,Solar,29.0
2289,IL,2012,Wind,3520.1
2290,IL,2012,Coal,15574.0
2291,IL,2012,Hydroelectric,34.1
2292,IL,2012,Natural Gas,13529.9
2293,IL,2012,Nuclear,11541.0
2294,IL,2012,Petroleum,663.1
2295,IL,2011,Coal,14857.2
2296,IL,2011,Wind,2737.3
2297,IL,2011,Solar,9.0
2298,IL,2011,Petroleum,886.6
2299,IL,2011,Nuclear,11486.0
2300,IL,2011,Natural Gas,13577.5
2301,IL,2011,Hydroelectric,34.1
2302,IL,2010,Coal,15551.0
2303,IL,2010,Wind,1946.0
2304,IL,2010,Solar,9.0
2305,IL,2010,Natural Gas,13771.3
2306,IL,2010,Nuclear,11441.0
2307,IL,2010,Petroleum,1106.4
2308,IL,2010,Hydroelectric,34.1
2309,IL,2009,Coal,15851.9
2310,IL,2009,Wind,1596.0
2311,IL,2009,Solar,9.0
2312,IL,2009,Petroleum,1090.3
2313,IL,2009,Nuclear,11441.0
2314,IL,2009,Natural Gas,13805.7
2315,IL,2009,Hydroelectric,33.5
2316,IL,2008,Coal,15652.5
2317,IL,2008,Wind,961.5
2318,IL,2008,Petroleum,1099.4
2319,IL,2008,Nuclear,11379.0
2320,IL,2008,Natural Gas,13865.6
2321,IL,2008,Hydroelectric,33.5
2322,IL,2007,Coal,15582.0
2323,IL,2007,Wind,740.0
2324,IL,2007,Petroleum,1097.0
2325,IL,2007,Nuclear,11379.0
2326,IL,2007,Natural Gas,13709.0
2327,IL,2007,Hydroelectric,33.0
2328,IL,2006,Wind,105.0
2329,IL,2006,Coal,15731.0
2330,IL,2006,Petroleum,1143.0
2331,IL,2006,Nuclear,11379.0
2332,IL,2006,Natural Gas,13705.0
2333,IL,2006,Hydroelectric,33.0
2334,IL,2005,Wind,105.0
2335,IL,2005,Coal,15789.0
2336,IL,2005,Petroleum,1154.0
2337,IL,2005,Hydroelectric,33.0
2338,IL,2005,Natural Gas,13867.0
2339,IL,2005,Nuclear,11388.0
2340,IL,2004,Coal,15691.0
2341,IL,2004,Wind,50.0
2342,IL,2004,Natural Gas,13519.0
2343,IL,2004,Nuclear,11379.0
2344,IL,2004,Petroleum,1154.0
2345,IL,2004,Hydroelectric,33.0
2346,IL,2003,Coal,15661.0
2347,IL,2003,Wind,50.0
2348,IL,2003,Hydroelectric,33.0
2349,IL,2003,Natural Gas,16830.0
2350,IL,2003,Nuclear,11465.0
2351,IL,2003,Petroleum,1298.0
2352,IL,2002,Petroleum,1413.0
2353,IL,2002,Coal,15654.0
2354,IL,2002,Nuclear,11312.0
2355,IL,2002,Natural Gas,15660.0
2356,IL,2002,Hydroelectric,21.0
2357,IL,2001,Petroleum,1716.0
2358,IL,2001,Coal,15799.0
2359,IL,2001,Nuclear,10963.0
2360,IL,2001,Hydroelectric,35.0
2361,IL,2001,Natural Gas,11116.0
2362,IL,2000,Coal,16227.0
2363,IL,2000,Petroleum,1401.0
2364,IL,2000,Natural Gas,7660.0
2365,IL,2000,Nuclear,10845.0
2366,IL,2000,Hydroelectric,33.0
2367,IL,1999,Coal,16335.0
2368,IL,1999,Petroleum,1274.0
2369,IL,1999,Nuclear,10646.0
2370,IL,1999,Natural Gas,6035.0
2371,IL,1999,Hydroelectric,33.0
2372,IL,1998,Nuclear,10529.0
2373,IL,1998,Natural Gas,4248.0
2374,IL,1998,Hydroelectric,34.0
2375,IL,1998,Coal,15892.0
2376,IL,1998,Petroleum,1587.0
2377,IL,1997,Petroleum,2678.0
2378,IL,1997,Nuclear,12609.0
2379,IL,1997,Natural Gas,3246.0
2380,IL,1997,Hydroelectric,34.0
2381,IL,1997,Coal,15732.0
2382,IL,1996,Coal,15297.0
2383,IL,1996,Petroleum,2655.0
2384,IL,1996,Nuclear,12609.0
2385,IL,1996,Natural Gas,3226.0
2386,IL,1996,Hydroelectric,37.0
2387,IL,1995,Natural Gas,3191.0
2388,IL,1995,Nuclear,12609.0
2389,IL,1995,Petroleum,2647.0
2390,IL,1995,Coal,15282.0
2391,IL,1995,Hydroelectric,27.0
2392,IL,1994,Petroleum,2455.0
2393,IL,1994,Coal,15461.0
2394,IL,1994,Nuclear,12609.0
2395,IL,1994,Natural Gas,3002.0
2396,IL,1994,Hydroelectric,30.0
2397,IL,1993,Coal,15391.0
2398,IL,1993,Petroleum,2857.0
2399,IL,1993,Nuclear,12609.0
2400,IL,1993,Natural Gas,2442.0
2401,IL,1993,Hydroelectric,30.0
2402,IL,1992,Hydroelectric,28.0
2403,IL,1992,Coal,16244.0
2404,IL,1992,Natural Gas,2410.0
2405,IL,1992,Petroleum,2866.0
2406,IL,1992,Nuclear,12609.0
2407,IL,1991,Coal,15228.0
2408,IL,1991,Petroleum,4213.0
2409,IL,1991,Nuclear,12609.0
2410,IL,1991,Natural Gas,1025.0
2411,IL,1991,Hydroelectric,26.0
2412,IL,1990,Coal,15178.0
2413,IL,1990,Hydroelectric,26.0
2414,IL,1990,Nuclear,12609.0
2415,IL,1990,Natural Gas,779.0
2416,IL,1990,Petroleum,4491.0
2417,IN,2021,Coal,13835.2
2418,IN,2021,Wind,3453.1
2419,IN,2021,Solar,606.7
2420,IN,2021,Petroleum,95.8
2421,IN,2021,Natural Gas,7966.2
2422,IN,2021,Hydroelectric,69.1
2423,IN,2020,Coal,15241.9
2424,IN,2020,Wind,2940.4
2425,IN,2020,Solar,278.2
2426,IN,2020,Petroleum,98.3
2427,IN,2020,Natural Gas,7871.6
2428,IN,2020,Hydroelectric,66.2
2429,IN,2018,Natural Gas,7919.4
2430,IN,2018,Petroleum,98.3
2431,IN,2018,Solar,216.2
2432,IN,2018,Wind,2309.8
2433,IN,2018,Coal,15291.4
2434,IN,2018,Hydroelectric,60.4
2435,IN,2017,Natural Gas,6540.9
2436,IN,2017,Petroleum,237.8
2437,IN,2017,Solar,196.7
2438,IN,2017,Wind,2109.4
2439,IN,2017,Coal,15761.4
2440,IN,2017,Hydroelectric,60.4
2441,IN,2016,Coal,15776.8
2442,IN,2016,Wind,1889.7
2443,IN,2016,Solar,160.5
2444,IN,2016,Petroleum,237.8
2445,IN,2016,Natural Gas,6398.5
2446,IN,2016,Hydroelectric,60.4
2447,IN,2015,Coal,17384.9
2448,IN,2015,Wind,1739.7
2449,IN,2015,Solar,129.4
2450,IN,2015,Petroleum,547.3
2451,IN,2015,Natural Gas,5710.9
2452,IN,2015,Hydroelectric,60.4
2453,IN,2014,Coal,18599.0
2454,IN,2014,Wind,1739.7
2455,IN,2014,Hydroelectric,60.4
2456,IN,2014,Natural Gas,5698.8
2457,IN,2014,Petroleum,547.3
2458,IN,2014,Solar,91.1
2459,IN,2013,Petroleum,542.4
2460,IN,2013,Solar,49.3
2461,IN,2013,Wind,1539.7
2462,IN,2013,Coal,18648.2
2463,IN,2013,Natural Gas,5599.5
2464,IN,2013,Hydroelectric,60.4
2465,IN,2012,Petroleum,730.4
2466,IN,2012,Solar,3.5
2467,IN,2012,Wind,1539.7
2468,IN,2012,Coal,18140.4
2469,IN,2012,Natural Gas,5645.5
2470,IN,2012,Hydroelectric,59.5
2471,IN,2011,Coal,18949.4
2472,IN,2011,Wind,1339.7
2473,IN,2011,Petroleum,724.4
2474,IN,2011,Natural Gas,5645.5
2475,IN,2011,Hydroelectric,59.5
2476,IN,2010,Natural Gas,5678.4
2477,IN,2010,Petroleum,503.9
2478,IN,2010,Wind,1339.7
2479,IN,2010,Coal,19370.4
2480,IN,2010,Hydroelectric,59.5
2481,IN,2009,Coal,19756.9
2482,IN,2009,Wind,1036.5
2483,IN,2009,Hydroelectric,59.5
2484,IN,2009,Natural Gas,5915.4
2485,IN,2009,Petroleum,502.9
2486,IN,2008,Petroleum,503.3
2487,IN,2008,Natural Gas,5919.4
2488,IN,2008,Hydroelectric,59.5
2489,IN,2008,Coal,19720.5
2490,IN,2008,Wind,130.5
2491,IN,2007,Natural Gas,5960.0
2492,IN,2007,Petroleum,503.0
2493,IN,2007,Coal,19759.0
2494,IN,2007,Hydroelectric,60.0
2495,IN,2006,Coal,19718.0
2496,IN,2006,Petroleum,503.0
2497,IN,2006,Hydroelectric,60.0
2498,IN,2006,Natural Gas,5964.0
2499,IN,2005,Petroleum,490.0
2500,IN,2005,Hydroelectric,60.0
2501,IN,2005,Natural Gas,5966.0
2502,IN,2005,Coal,19745.0
2503,IN,2004,Natural Gas,5738.0
2504,IN,2004,Petroleum,490.0
2505,IN,2004,Coal,19716.0
2506,IN,2004,Hydroelectric,59.0
2507,IN,2003,Natural Gas,4750.0
2508,IN,2003,Petroleum,483.0
2509,IN,2003,Coal,19690.0
2510,IN,2003,Hydroelectric,59.0
2511,IN,2002,Natural Gas,4240.0
2512,IN,2002,Petroleum,483.0
2513,IN,2002,Coal,19940.0
2514,IN,2002,Hydroelectric,59.0
2515,IN,2001,Coal,19457.0
2516,IN,2001,Petroleum,482.0
2517,IN,2001,Natural Gas,3464.0
2518,IN,2001,Hydroelectric,58.0
2519,IN,2000,Coal,19392.0
2520,IN,2000,Hydroelectric,59.0
2521,IN,2000,Natural Gas,3320.0
2522,IN,2000,Petroleum,492.0
2523,IN,1999,Coal,19208.0
2524,IN,1999,Petroleum,498.0
2525,IN,1999,Natural Gas,1436.0
2526,IN,1999,Hydroelectric,59.0
2527,IN,1998,Hydroelectric,59.0
2528,IN,1998,Petroleum,497.0
2529,IN,1998,Coal,19476.0
2530,IN,1998,Natural Gas,1294.0
2531,IN,1997,Coal,18611.0
2532,IN,1997,Petroleum,496.0
2533,IN,1997,Natural Gas,1285.0
2534,IN,1997,Hydroelectric,59.0
2535,IN,1996,Coal,19281.0
2536,IN,1996,Petroleum,498.0
2537,IN,1996,Natural Gas,1323.0
2538,IN,1996,Hydroelectric,63.0
2539,IN,1995,Natural Gas,1317.0
2540,IN,1995,Petroleum,499.0
2541,IN,1995,Coal,19080.0
2542,IN,1995,Hydroelectric,68.0
2543,IN,1994,Coal,19396.0
2544,IN,1994,Petroleum,502.0
2545,IN,1994,Natural Gas,1035.0
2546,IN,1994,Hydroelectric,69.0
2547,IN,1993,Coal,19748.0
2548,IN,1993,Petroleum,500.0
2549,IN,1993,Natural Gas,967.0
2550,IN,1993,Hydroelectric,69.0
2551,IN,1992,Coal,19748.0
2552,IN,1992,Petroleum,500.0
2553,IN,1992,Natural Gas,956.0
2554,IN,1992,Hydroelectric,69.0
2555,IN,1991,Petroleum,499.0
2556,IN,1991,Natural Gas,700.0
2557,IN,1991,Hydroelectric,66.0
2558,IN,1991,Coal,19795.0
2559,IN,1990,Coal,19763.0
2560,IN,1990,Natural Gas,713.0
2561,IN,1990,Hydroelectric,66.0
2562,IN,1990,Petroleum,501.0
2563,KS,2021,Coal,4524.6
2564,KS,2021,Wind,8238.1
2565,KS,2021,Solar,30.2
2566,KS,2021,Petroleum,595.8
2567,KS,2021,Nuclear,1225.0
2568,KS,2021,Natural Gas,3801.8
2569,KS,2021,Hydroelectric,7.0
2570,KS,2020,Coal,4521.6
2571,KS,2020,Wind,6818.6
2572,KS,2020,Solar,30.2
2573,KS,2020,Petroleum,550.2
2574,KS,2020,Nuclear,1225.0
2575,KS,2020,Natural Gas,3818.8
2576,KS,2020,Hydroelectric,7.0
2577,KS,2018,Natural Gas,3790.7
2578,KS,2018,Nuclear,1225.0
2579,KS,2018,Petroleum,564.5
2580,KS,2018,Solar,4.2
2581,KS,2018,Wind,5359.2
2582,KS,2018,Coal,4670.2
2583,KS,2018,Hydroelectric,7.0
2584,KS,2017,Natural Gas,4511.0
2585,KS,2017,Nuclear,1225.0
2586,KS,2017,Petroleum,550.6
2587,KS,2017,Solar,4.2
2588,KS,2017,Wind,5116.0
2589,KS,2017,Coal,4714.2
2590,KS,2017,Hydroelectric,7.0
2591,KS,2016,Coal,4683.2
2592,KS,2016,Wind,4455.0
2593,KS,2016,Solar,1.2
2594,KS,2016,Petroleum,533.3
2595,KS,2016,Nuclear,1175.0
2596,KS,2016,Natural Gas,4492.5
2597,KS,2016,Hydroelectric,7.0
2598,KS,2015,Coal,4687.2
2599,KS,2015,Wind,3573.9
2600,KS,2015,Solar,1.0
2601,KS,2015,Petroleum,538.1
2602,KS,2015,Nuclear,1175.0
2603,KS,2015,Natural Gas,4357.8
2604,KS,2015,Hydroelectric,7.0
2605,KS,2014,Coal,5097.1
2606,KS,2014,Hydroelectric,7.0
2607,KS,2014,Natural Gas,4424.8
2608,KS,2014,Nuclear,1175.0
2609,KS,2014,Petroleum,538.0
2610,KS,2014,Wind,2968.9
2611,KS,2013,Natural Gas,4346.9
2612,KS,2013,Nuclear,1175.0
2613,KS,2013,Petroleum,542.3
2614,KS,2013,Wind,2968.9
2615,KS,2013,Coal,5188.1
2616,KS,2013,Hydroelectric,7.0
2617,KS,2012,Natural Gas,4420.8
2618,KS,2012,Nuclear,1175.0
2619,KS,2012,Petroleum,541.3
2620,KS,2012,Wind,2719.1
2621,KS,2012,Coal,5223.0
2622,KS,2012,Hydroelectric,7.0
2623,KS,2011,Coal,5188.2
2624,KS,2011,Wind,1271.8
2625,KS,2011,Petroleum,544.9
2626,KS,2011,Nuclear,1175.0
2627,KS,2011,Natural Gas,4568.2
2628,KS,2011,Hydroelectric,2.6
2629,KS,2010,Natural Gas,4572.9
2630,KS,2010,Nuclear,1160.0
2631,KS,2010,Petroleum,549.8
2632,KS,2010,Wind,1071.8
2633,KS,2010,Coal,5179.0
2634,KS,2010,Hydroelectric,2.6
2635,KS,2009,Wind,1011.3
2636,KS,2009,Coal,5180.0
2637,KS,2009,Petroleum,564.0
2638,KS,2009,Nuclear,1160.0
2639,KS,2009,Natural Gas,4611.0
2640,KS,2009,Hydroelectric,2.6
2641,KS,2008,Wind,812.3
2642,KS,2008,Coal,5190.0
2643,KS,2008,Petroleum,564.3
2644,KS,2008,Hydroelectric,2.6
2645,KS,2008,Natural Gas,4262.4
2646,KS,2008,Nuclear,1160.0
2647,KS,2007,Coal,5208.0
2648,KS,2007,Wind,363.0
2649,KS,2007,Natural Gas,3932.0
2650,KS,2007,Nuclear,1166.0
2651,KS,2007,Petroleum,569.0
2652,KS,2007,Hydroelectric,3.0
2653,KS,2006,Coal,5203.0
2654,KS,2006,Wind,363.0
2655,KS,2006,Petroleum,565.0
2656,KS,2006,Nuclear,1166.0
2657,KS,2006,Natural Gas,3824.0
2658,KS,2006,Hydroelectric,3.0
2659,KS,2005,Natural Gas,3764.0
2660,KS,2005,Nuclear,1166.0
2661,KS,2005,Petroleum,583.0
2662,KS,2005,Wind,263.0
2663,KS,2005,Coal,5250.0
2664,KS,2005,Hydroelectric,3.0
2665,KS,2004,Coal,5222.0
2666,KS,2004,Wind,113.0
2667,KS,2004,Petroleum,587.0
2668,KS,2004,Nuclear,1166.0
2669,KS,2004,Natural Gas,3759.0
2670,KS,2004,Hydroelectric,3.0
2671,KS,2003,Natural Gas,3766.0
2672,KS,2003,Nuclear,1165.0
2673,KS,2003,Petroleum,564.0
2674,KS,2003,Wind,112.0
2675,KS,2003,Coal,5265.0
2676,KS,2003,Hydroelectric,3.0
2677,KS,2002,Wind,142.0
2678,KS,2002,Coal,5310.0
2679,KS,2002,Petroleum,550.0
2680,KS,2002,Nuclear,1170.0
2681,KS,2002,Natural Gas,3227.0
2682,KS,2002,Hydroelectric,2.0
2683,KS,2001,Wind,112.0
2684,KS,2001,Coal,5295.0
2685,KS,2001,Petroleum,656.0
2686,KS,2001,Hydroelectric,2.0
2687,KS,2001,Natural Gas,3140.0
2688,KS,2001,Nuclear,1170.0
2689,KS,2000,Coal,5295.0
2690,KS,2000,Nuclear,1170.0
2691,KS,2000,Natural Gas,3144.0
2692,KS,2000,Hydroelectric,3.0
2693,KS,2000,Petroleum,526.0
2694,KS,1999,Hydroelectric,3.0
2695,KS,1999,Coal,5325.0
2696,KS,1999,Petroleum,527.0
2697,KS,1999,Nuclear,1170.0
2698,KS,1999,Natural Gas,3046.0
2699,KS,1998,Coal,5407.0
2700,KS,1998,Hydroelectric,2.0
2701,KS,1998,Natural Gas,2894.0
2702,KS,1998,Nuclear,1164.0
2703,KS,1998,Petroleum,500.0
2704,KS,1997,Petroleum,516.0
2705,KS,1997,Coal,5364.0
2706,KS,1997,Nuclear,1163.0
2707,KS,1997,Hydroelectric,2.0
2708,KS,1997,Natural Gas,2793.0
2709,KS,1996,Coal,5256.0
2710,KS,1996,Petroleum,584.0
2711,KS,1996,Nuclear,1163.0
2712,KS,1996,Natural Gas,2740.0
2713,KS,1996,Hydroelectric,2.0
2714,KS,1995,Coal,5244.0
2715,KS,1995,Petroleum,585.0
2716,KS,1995,Natural Gas,2729.0
2717,KS,1995,Nuclear,1167.0
2718,KS,1995,Hydroelectric,2.0
2719,KS,1994,Wind,0.0
2720,KS,1994,Coal,5220.0
2721,KS,1994,Petroleum,619.0
2722,KS,1994,Hydroelectric,2.0
2723,KS,1994,Natural Gas,2574.0
2724,KS,1994,Nuclear,1160.0
2725,KS,1993,Natural Gas,2627.0
2726,KS,1993,Nuclear,1134.0
2727,KS,1993,Petroleum,617.0
2728,KS,1993,Wind,0.0
2729,KS,1993,Coal,5189.0
2730,KS,1993,Hydroelectric,2.0
2731,KS,1992,Natural Gas,2625.0
2732,KS,1992,Nuclear,1134.0
2733,KS,1992,Petroleum,611.0
2734,KS,1992,Wind,0.0
2735,KS,1992,Coal,5189.0
2736,KS,1992,Hydroelectric,2.0
2737,KS,1991,Coal,5091.0
2738,KS,1991,Hydroelectric,3.0
