,State,Year,Fuel Type,Capacity (MWh)
744,CA,2011,Hydroelectric,10136.1
745,CA,2011,Geothermal,2003.5
746,CA,2010,Coal,373.9
747,CA,2010,Wind,2812.0
748,CA,2010,Solar,475.2
749,CA,2010,Geothermal,2003.5
750,CA,2010,Nuclear,4390.0
751,CA,2010,Natural Gas,41008.8
752,CA,2010,Hydroelectric,10140.6
753,CA,2010,Petroleum,700.7
754,CA,2009,Hydroelectric,10143.5
755,CA,2009,Natural Gas,40072.3
756,CA,2009,Nuclear,4390.0
757,CA,2009,Petroleum,733.6
758,CA,2009,Solar,450.4
759,CA,2009,Wind,2650.2
760,CA,2009,Coal,366.9
761,CA,2009,Geothermal,2003.5
762,CA,2008,Hydroelectric,10122.4
763,CA,2008,Natural Gas,38580.7
764,CA,2008,Nuclear,4390.0
765,CA,2008,Petroleum,751.6
766,CA,2008,Solar,416.3
767,CA,2008,Wind,2368.2
768,CA,2008,Coal,366.9
769,CA,2008,Geothermal,1939.5
770,CA,2007,Coal,389.0
771,CA,2007,Wind,2312.0
772,CA,2007,Geothermal,1940.0
773,CA,2007,Hydroelectric,10041.0
774,CA,2007,Natural Gas,38475.0
775,CA,2007,Nuclear,4390.0
776,CA,2007,Petroleum,754.0
777,CA,2007,Solar,404.0
778,CA,2006,Coal,389.0
779,CA,2006,Hydroelectric,10083.0
780,CA,2006,Natural Gas,37974.0
781,CA,2006,Nuclear,4390.0
782,CA,2006,Petroleum,789.0
783,CA,2006,Solar,402.0
784,CA,2006,Wind,2255.0
785,CA,2006,Geothermal,2032.0
786,CA,2005,Geothermal,2046.0
787,CA,2005,Coal,389.0
788,CA,2005,Wind,2052.0
789,CA,2005,Solar,402.0
790,CA,2005,Petroleum,840.0
791,CA,2005,Nuclear,4324.0
792,CA,2005,Natural Gas,36673.0
793,CA,2005,Hydroelectric,10088.0
794,CA,2004,Hydroelectric,10078.0
795,CA,2004,Geothermal,1905.0
796,CA,2004,Wind,2023.0
797,CA,2004,Solar,390.0
798,CA,2004,Petroleum,838.0
799,CA,2004,Nuclear,4324.0
800,CA,2004,Natural Gas,33194.0
801,CA,2004,Coal,389.0
802,CA,2003,Coal,358.0
803,CA,2003,Hydroelectric,9946.0
804,CA,2003,Natural Gas,33164.0
805,CA,2003,Nuclear,4324.0
806,CA,2003,Petroleum,824.0
807,CA,2003,Solar,390.0
808,CA,2003,Wind,1883.0
809,CA,2003,Geothermal,1896.0
810,CA,2002,Solar,390.0
811,CA,2002,Wind,1634.0
812,CA,2002,Coal,352.0
813,CA,2002,Petroleum,848.0
814,CA,2002,Geothermal,2016.0
815,CA,2002,Hydroelectric,10351.0
816,CA,2002,Natural Gas,31626.0
817,CA,2002,Nuclear,4324.0
818,CA,2001,Coal,363.0
819,CA,2001,Wind,1558.0
820,CA,2001,Geothermal,2003.0
821,CA,2001,Hydroelectric,10331.0
822,CA,2001,Natural Gas,25770.0
823,CA,2001,Nuclear,4324.0
824,CA,2001,Petroleum,1082.0
825,CA,2001,Solar,390.0
826,CA,2000,Petroleum,986.0
827,CA,2000,Coal,407.0
828,CA,2000,Geothermal,2529.0
829,CA,2000,Hydroelectric,10312.0
830,CA,2000,Natural Gas,26412.0
831,CA,2000,Wind,1541.0
832,CA,2000,Solar,384.0
833,CA,2000,Nuclear,4310.0
834,CA,1999,Coal,385.0
835,CA,1999,Wind,1558.0
836,CA,1999,Solar,387.0
837,CA,1999,Petroleum,944.0
838,CA,1999,Nuclear,4310.0
839,CA,1999,Natural Gas,24037.0
840,CA,1999,Hydroelectric,10316.0
841,CA,1999,Geothermal,2575.0
842,CA,1998,Hydroelectric,10257.0
843,CA,1998,Geothermal,2598.0
844,CA,1998,Coal,381.0
845,CA,1998,Natural Gas,26683.0
846,CA,1998,Wind,1510.0
847,CA,1998,Solar,334.0
848,CA,1998,Petroleum,1108.0
849,CA,1998,Nuclear,4310.0
850,CA,1997,Coal,420.0
851,CA,1997,Wind,1519.0
852,CA,1997,Solar,333.0
853,CA,1997,Hydroelectric,10396.0
854,CA,1997,Natural Gas,27490.0
855,CA,1997,Nuclear,4310.0
856,CA,1997,Petroleum,1306.0
857,CA,1997,Geothermal,2597.0
858,CA,1996,Solar,333.0
859,CA,1996,Wind,1599.0
860,CA,1996,Coal,403.0
861,CA,1996,Petroleum,1923.0
862,CA,1996,Geothermal,2597.0
863,CA,1996,Hydroelectric,10447.0
864,CA,1996,Natural Gas,26677.0
865,CA,1996,Nuclear,4746.0
866,CA,1995,Solar,333.0
867,CA,1995,Wind,1687.0
868,CA,1995,Coal,420.0
869,CA,1995,Petroleum,1921.0
870,CA,1995,Nuclear,4310.0
871,CA,1995,Natural Gas,26731.0
872,CA,1995,Hydroelectric,10447.0
873,CA,1995,Geothermal,2672.0
874,CA,1994,Solar,333.0
875,CA,1994,Wind,1700.0
876,CA,1994,Coal,421.0
877,CA,1994,Petroleum,1784.0
878,CA,1994,Geothermal,2632.0
879,CA,1994,Hydroelectric,10417.0
880,CA,1994,Natural Gas,25808.0
881,CA,1994,Nuclear,4310.0
882,CA,1993,Coal,439.0
883,CA,1993,Wind,1773.0
884,CA,1993,Solar,339.0
885,CA,1993,Petroleum,1784.0
886,CA,1993,Nuclear,4310.0
887,CA,1993,Natural Gas,26737.0
888,CA,1993,Hydroelectric,10151.0
889,CA,1993,Geothermal,2621.0
890,CA,1992,Coal,433.0
891,CA,1992,Geothermal,2561.0
892,CA,1992,Hydroelectric,9889.0
893,CA,1992,Natural Gas,26006.0
894,CA,1992,Petroleum,1766.0
895,CA,1992,Nuclear,4310.0
896,CA,1992,Solar,338.0
897,CA,1992,Wind,1799.0
898,CA,1991,Coal,393.0
899,CA,1991,Geothermal,2395.0
900,CA,1991,Wind,1862.0
901,CA,1991,Solar,322.0
902,CA,1991,Petroleum,2737.0
903,CA,1991,Nuclear,4746.0
904,CA,1991,Natural Gas,25085.0
905,CA,1991,Hydroelectric,9802.0
906,CA,1990,Coal,432.0
907,CA,1990,Solar,313.0
908,CA,1990,Petroleum,3052.0
909,CA,1990,Nuclear,4746.0
910,CA,1990,Natural Gas,24785.0
911,CA,1990,Hydroelectric,9768.0
912,CA,1990,Geothermal,2402.0
913,CA,1990,Wind,1775.0
914,CO,2021,Coal,4129.0
915,CO,2021,Wind,4991.2
916,CO,2021,Solar,1059.6
917,CO,2021,Petroleum,150.5
918,CO,2021,Natural Gas,6642.5
919,CO,2021,Hydroelectric,691.0
920,CO,2020,Natural Gas,6560.5
921,CO,2020,Hydroelectric,691.0
922,CO,2020,Coal,4206.0
923,CO,2020,Wind,4710.8
924,CO,2020,Solar,680.9
925,CO,2020,Petroleum,152.0
926,CO,2018,Natural Gas,6456.6
927,CO,2018,Petroleum,166.4
928,CO,2018,Solar,531.3
929,CO,2018,Coal,4440.0
930,CO,2018,Wind,3703.7
931,CO,2018,Hydroelectric,686.4
932,CO,2017,Petroleum,168.4
933,CO,2017,Solar,460.8
934,CO,2017,Wind,3106.2
935,CO,2017,Coal,4499.0
936,CO,2017,Hydroelectric,687.4
937,CO,2017,Natural Gas,6493.8
938,CO,2016,Coal,5038.8
939,CO,2016,Wind,3026.1
940,CO,2016,Solar,417.4
941,CO,2016,Petroleum,168.4
942,CO,2016,Natural Gas,6141.8
943,CO,2016,Hydroelectric,685.0
944,CO,2015,Petroleum,168.4
945,CO,2015,Natural Gas,6104.8
946,CO,2015,Hydroelectric,676.5
947,CO,2015,Coal,5089.8
948,CO,2015,Wind,2961.8
949,CO,2015,Solar,192.0
950,CO,2014,Wind,2543.9
951,CO,2014,Coal,5281.8
952,CO,2014,Solar,127.0
953,CO,2014,Hydroelectric,676.3
954,CO,2014,Natural Gas,5536.0
955,CO,2014,Petroleum,168.4
956,CO,2013,Natural Gas,5623.2
957,CO,2013,Petroleum,169.8
958,CO,2013,Solar,120.2
959,CO,2013,Wind,2302.9
960,CO,2013,Coal,5281.8
961,CO,2013,Hydroelectric,672.3
962,CO,2012,Natural Gas,5659.7
963,CO,2012,Petroleum,177.9
964,CO,2012,Solar,115.4
965,CO,2012,Wind,2271.1
966,CO,2012,Coal,5482.3
967,CO,2012,Hydroelectric,655.6
968,CO,2011,Coal,5595.7
969,CO,2011,Wind,1792.9
970,CO,2011,Solar,85.6
971,CO,2011,Petroleum,177.9
972,CO,2011,Natural Gas,5283.4
973,CO,2011,Hydroelectric,661.8
974,CO,2010,Coal,5701.7
975,CO,2010,Wind,1294.1
976,CO,2010,Natural Gas,5315.4
977,CO,2010,Petroleum,177.9
978,CO,2010,Solar,41.1
979,CO,2010,Hydroelectric,661.8
980,CO,2009,Coal,5010.4
981,CO,2009,Wind,1237.5
982,CO,2009,Solar,14.4
983,CO,2009,Petroleum,177.9
984,CO,2009,Natural Gas,5347.6
985,CO,2009,Hydroelectric,665.8
986,CO,2008,Coal,4965.4
987,CO,2008,Wind,1063.2
988,CO,2008,Solar,11.2
989,CO,2008,Petroleum,183.5
990,CO,2008,Natural Gas,5080.3
991,CO,2008,Hydroelectric,666.0
992,CO,2007,Coal,4961.0
993,CO,2007,Wind,1063.0
994,CO,2007,Solar,8.0
995,CO,2007,Petroleum,182.0
996,CO,2007,Natural Gas,4836.0
997,CO,2007,Hydroelectric,665.0
998,CO,2006,Wind,289.0
999,CO,2006,Petroleum,181.0
1000,CO,2006,Natural Gas,4523.0
1001,CO,2006,Hydroelectric,652.0
1002,CO,2006,Coal,4939.0
1003,CO,2005,Wind,228.0
1004,CO,2005,Coal,4928.0
1005,CO,2005,Petroleum,183.0
1006,CO,2005,Hydroelectric,652.0
1007,CO,2005,Natural Gas,4523.0
1008,CO,2004,Coal,4931.0
1009,CO,2004,Hydroelectric,640.0
1010,CO,2004,Petroleum,210.0
1011,CO,2004,Natural Gas,4502.0
1012,CO,2004,Wind,227.0
1013,CO,2003,Wind,37.0
1014,CO,2003,Coal,4931.0
1015,CO,2003,Petroleum,195.0
1016,CO,2003,Hydroelectric,639.0
1017,CO,2003,Natural Gas,3833.0
1018,CO,2002,Wind,32.0
1019,CO,2002,Coal,4931.0
1020,CO,2002,Petroleum,188.0
1021,CO,2002,Natural Gas,2792.0
1022,CO,2002,Hydroelectric,633.0
1023,CO,2001,Wind,46.0
1024,CO,2001,Coal,5021.0
1025,CO,2001,Petroleum,181.0
1026,CO,2001,Hydroelectric,642.0
1027,CO,2001,Natural Gas,2066.0
1028,CO,2000,Coal,5014.0
1029,CO,2000,Hydroelectric,645.0
1030,CO,2000,Natural Gas,1751.0
1031,CO,2000,Petroleum,184.0
1032,CO,2000,Wind,15.0
1033,CO,1999,Coal,5014.0
1034,CO,1999,Petroleum,184.0
1035,CO,1999,Natural Gas,1395.0
1036,CO,1999,Hydroelectric,645.0
1037,CO,1998,Natural Gas,1134.0
1038,CO,1998,Hydroelectric,645.0
1039,CO,1998,Coal,4996.0
1040,CO,1998,Petroleum,178.0
1041,CO,1997,Coal,4988.0
1042,CO,1997,Petroleum,184.0
1043,CO,1997,Natural Gas,1135.0
1044,CO,1997,Hydroelectric,653.0
1045,CO,1996,Coal,4993.0
1046,CO,1996,Petroleum,184.0
1047,CO,1996,Natural Gas,1135.0
1048,CO,1996,Hydroelectric,613.0
1049,CO,1995,Natural Gas,921.0
1050,CO,1995,Petroleum,225.0
1051,CO,1995,Coal,4986.0
1052,CO,1995,Hydroelectric,612.0
1053,CO,1994,Coal,4986.0
1054,CO,1994,Petroleum,225.0
1055,CO,1994,Natural Gas,938.0
1056,CO,1994,Hydroelectric,628.0
1057,CO,1993,Coal,4982.0
1058,CO,1993,Petroleum,226.0
1059,CO,1993,Natural Gas,634.0
1060,CO,1993,Hydroelectric,583.0
1061,CO,1992,Coal,4982.0
1062,CO,1992,Hydroelectric,575.0
1063,CO,1992,Petroleum,226.0
1064,CO,1992,Natural Gas,633.0
1065,CO,1991,Coal,4977.0
1066,CO,1991,Hydroelectric,551.0
1067,CO,1991,Natural Gas,601.0
1068,CO,1991,Petroleum,224.0
1069,CO,1990,Coal,4877.0
1070,CO,1990,Natural Gas,605.0
1071,CO,1990,Hydroelectric,571.0
1072,CO,1990,Petroleum,224.0
1073,CT,2021,Natural Gas,5472.4
1074,CT,2021,Nuclear,2097.3
1075,CT,2021,Petroleum,1939.9
1076,CT,2021,Solar,247.5
1077,CT,2021,Wind,5.0
1078,CT,2021,Hydroelectric,119.4
1079,CT,2020,Natural Gas,5468.9
1080,CT,2020,Nuclear,2073.1
1081,CT,2020,Petroleum,1962.3
1082,CT,2020,Solar,163.0
1083,CT,2020,Wind,1.0
1084,CT,2020,Hydroelectric,119.4
1085,CT,2020,Coal,257.6
1086,CT,2018,Solar,86.8
1087,CT,2018,Petroleum,2026.5
1088,CT,2018,Nuclear,2073.1
1089,CT,2018,Wind,1.0
1090,CT,2018,Coal,383.4
1091,CT,2018,Natural Gas,4880.7
1092,CT,2018,Hydroelectric,122.2
1093,CT,2017,Coal,383.4
1094,CT,2017,Hydroelectric,122.2
1095,CT,2017,Natural Gas,3706.9
1096,CT,2017,Wind,1.0
1097,CT,2017,Nuclear,2087.8
1098,CT,2017,Petroleum,2035.1
1099,CT,2017,Solar,34.5
1100,CT,2016,Coal,383.4
1101,CT,2016,Wind,1.1
1102,CT,2016,Solar,25.2
1103,CT,2016,Natural Gas,3447.2
1104,CT,2016,Nuclear,2087.8
1105,CT,2016,Petroleum,2483.0
1106,CT,2016,Hydroelectric,122.2
1107,CT,2015,Natural Gas,3445.9
1108,CT,2015,Nuclear,2087.8
1109,CT,2015,Petroleum,2480.3
1110,CT,2015,Solar,10.0
1111,CT,2015,Coal,383.4
1112,CT,2015,Hydroelectric,122.2
1113,CT,2014,Coal,383.4
1114,CT,2014,Solar,10.0
1115,CT,2014,Petroleum,2877.9
1116,CT,2014,Nuclear,2122.5
1117,CT,2014,Natural Gas,3051.5
1118,CT,2014,Hydroelectric,122.2
1119,CT,2013,Coal,383.4
1120,CT,2013,Solar,5.0
1121,CT,2013,Petroleum,2828.0
1122,CT,2013,Nuclear,2102.5
1123,CT,2013,Natural Gas,3062.7
1124,CT,2013,Hydroelectric,122.2
1125,CT,2012,Natural Gas,3032.5
1126,CT,2012,Hydroelectric,122.2
1127,CT,2012,Nuclear,2102.5
1128,CT,2012,Petroleum,3186.1
1129,CT,2012,Coal,389.1
1130,CT,2011,Coal,564.4
1131,CT,2011,Petroleum,3185.0
1132,CT,2011,Nuclear,2102.5
1133,CT,2011,Natural Gas,2925.1
1134,CT,2011,Hydroelectric,121.7
1135,CT,2010,Coal,564.4
1136,CT,2010,Natural Gas,2291.5
1137,CT,2010,Nuclear,2102.5
1138,CT,2010,Petroleum,2988.6
1139,CT,2010,Hydroelectric,121.7
1140,CT,2009,Petroleum,2749.1
1141,CT,2009,Coal,564.4
1142,CT,2009,Nuclear,2102.5
1143,CT,2009,Natural Gas,2268.1
1144,CT,2009,Hydroelectric,121.7
1145,CT,2008,Petroleum,2741.1
1146,CT,2008,Coal,553.2
1147,CT,2008,Nuclear,2014.5
1148,CT,2008,Hydroelectric,121.7
1149,CT,2008,Natural Gas,2171.3
1150,CT,2007,Coal,551.0
1151,CT,2007,Petroleum,2709.0
1152,CT,2007,Natural Gas,2100.0
1153,CT,2007,Nuclear,2022.0
1154,CT,2007,Hydroelectric,122.0
1155,CT,2006,Coal,551.0
1156,CT,2006,Petroleum,2926.0
1157,CT,2006,Nuclear,2037.0
1158,CT,2006,Natural Gas,2020.0
1159,CT,2006,Hydroelectric,147.0
1160,CT,2005,Natural Gas,2037.0
1161,CT,2005,Nuclear,2037.0
1162,CT,2005,Petroleum,2989.0
1163,CT,2005,Coal,555.0
1164,CT,2005,Hydroelectric,146.0
1165,CT,2004,Coal,553.0
1166,CT,2004,Hydroelectric,146.0
1167,CT,2004,Natural Gas,2134.0
1168,CT,2004,Nuclear,2037.0
1169,CT,2004,Petroleum,2862.0
1170,CT,2003,Natural Gas,1685.0
1171,CT,2003,Nuclear,1997.0
1172,CT,2003,Petroleum,2861.0
1173,CT,2003,Coal,553.0
1174,CT,2003,Hydroelectric,146.0
1175,CT,2002,Petroleum,2817.0
1176,CT,2002,Coal,553.0
1177,CT,2002,Nuclear,2006.0
1178,CT,2002,Natural Gas,1662.0
1179,CT,2002,Hydroelectric,146.0
1180,CT,2001,Petroleum,2600.0
1181,CT,2001,Coal,555.0
1182,CT,2001,Nuclear,2006.0
1183,CT,2001,Hydroelectric,138.0
1184,CT,2001,Natural Gas,1470.0
1185,CT,2000,Coal,548.0
1186,CT,2000,Hydroelectric,142.0
1187,CT,2000,Nuclear,2017.0
1188,CT,2000,Natural Gas,976.0
1189,CT,2000,Petroleum,2490.0
1190,CT,1999,Coal,670.0
1191,CT,1999,Petroleum,3060.0
1192,CT,1999,Nuclear,2028.0
1193,CT,1999,Natural Gas,736.0
1194,CT,1999,Hydroelectric,148.0
1195,CT,1998,Nuclear,2011.0
1196,CT,1998,Natural Gas,824.0
1197,CT,1998,Hydroelectric,149.0
1198,CT,1998,Coal,585.0
1199,CT,1998,Petroleum,2745.0
1200,CT,1997,Coal,585.0
1201,CT,1997,Petroleum,2825.0
1202,CT,1997,Nuclear,2631.0
1203,CT,1997,Natural Gas,515.0
1204,CT,1997,Hydroelectric,152.0
1205,CT,1996,Coal,585.0
1206,CT,1996,Hydroelectric,151.0
1207,CT,1996,Natural Gas,510.0
1208,CT,1996,Nuclear,2631.0
1209,CT,1996,Petroleum,2855.0
1210,CT,1995,Natural Gas,400.0
1211,CT,1995,Nuclear,3194.0
1212,CT,1995,Petroleum,2753.0
1213,CT,1995,Coal,585.0
1214,CT,1995,Hydroelectric,152.0
1215,CT,1994,Petroleum,2608.0
1216,CT,1994,Coal,585.0
1217,CT,1994,Nuclear,3194.0
1218,CT,1994,Natural Gas,439.0
1219,CT,1994,Hydroelectric,152.0
1220,CT,1993,Coal,585.0
1221,CT,1993,Petroleum,2835.0
1222,CT,1993,Nuclear,3211.0
1223,CT,1993,Natural Gas,208.0
1224,CT,1993,Hydroelectric,152.0
1225,CT,1992,Hydroelectric,152.0
1226,CT,1992,Coal,585.0
1227,CT,1992,Natural Gas,208.0
1228,CT,1992,Petroleum,2835.0
1229,CT,1992,Nuclear,3211.0
1230,CT,1991,Coal,585.0
1231,CT,1991,Hydroelectric,117.0
1232,CT,1991,Natural Gas,124.0
1233,CT,1991,Nuclear,3212.0
1234,CT,1991,Petroleum,3056.0
1235,CT,1990,Coal,585.0
1236,CT,1990,Hydroelectric,129.0
1237,CT,1990,Nuclear,3217.0
1238,CT,1990,Natural Gas,191.0
1239,CT,1990,Petroleum,3314.0
1240,DC,2021,Natural Gas,20.6
1241,DC,2021,Solar,15.3
1242,DC,2020,Natural Gas,20.6
1243,DC,2020,Solar,9.3
1244,DC,2018,Natural Gas,9.0
1245,DC,2017,Natural Gas,9.0
1246,DC,2016,Natural Gas,9.0
1247,DC,2015,Natural Gas,9.0
1248,DC,2014,Natural Gas,9.0
1249,DC,2013,Natural Gas,9.0
1250,DC,2012,Natural Gas,10.0
1251,DC,2011,Natural Gas,10.0
1252,DC,2011,Petroleum,790.0
1253,DC,2010,Petroleum,790.0
1254,DC,2009,Petroleum,790.0
1255,DC,2008,Petroleum,790.0
1256,DC,2007,Petroleum,806.0
1257,DC,2006,Petroleum,806.0
1258,DC,2005,Petroleum,806.0
1259,DC,2004,Petroleum,806.0
1260,DC,2003,Petroleum,806.0
1261,DC,2002,Petroleum,806.0
1262,DC,2001,Petroleum,806.0
1263,DC,2000,Petroleum,804.0
1264,DC,1999,Petroleum,806.0
1265,DC,1998,Petroleum,806.0
1266,DC,1997,Petroleum,806.0
1267,DC,1996,Petroleum,806.0
1268,DC,1995,Coal,3.0
1269,DC,1995,Petroleum,806.0
1270,DC,1994,Coal,3.0
1271,DC,1994,Petroleum,806.0
1272,DC,1993,Coal,3.0
1273,DC,1993,Petroleum,806.0
1274,DC,1992,Coal,3.0
1275,DC,1992,Petroleum,806.0
1276,DC,1991,Petroleum,806.0
1277,DC,1991,Coal,3.0
1278,DC,1990,Coal,3.0
1279,DC,1990,Petroleum,806.0
1280,DE,2021,Wind,2.0
1281,DE,2021,Solar,38.0
1282,DE,2021,Coal,410.0
1283,DE,2021,Petroleum,114.1
1284,DE,2021,Natural Gas,2559.3
1285,DE,2020,Coal,410.0
1286,DE,2020,Wind,2.0
1287,DE,2020,Solar,36.7
1288,DE,2020,Petroleum,114.1
1289,DE,2020,Natural Gas,2662.4
1290,DE,2018,Petroleum,114.1
1291,DE,2018,Solar,33.3
1292,DE,2018,Natural Gas,2671.3
1293,DE,2018,Wind,2.0
1294,DE,2018,Coal,410.0
1295,DE,2017,Coal,410.0
1296,DE,2017,Wind,2.0
1297,DE,2017,Solar,31.9
1298,DE,2017,Petroleum,114.1
1299,DE,2017,Natural Gas,2672.3
1300,DE,2016,Coal,410.0
1301,DE,2016,Wind,2.0
1302,DE,2016,Petroleum,114.1
1303,DE,2016,Solar,30.7
1304,DE,2016,Natural Gas,2704.9
1305,DE,2015,Solar,30.7
1306,DE,2015,Wind,2.0
1307,DE,2015,Coal,410.0
1308,DE,2015,Petroleum,114.1
1309,DE,2015,Natural Gas,2699.0
1310,DE,2014,Solar,29.6
1311,DE,2014,Wind,2.0
1312,DE,2014,Coal,410.0
1313,DE,2014,Petroleum,114.4
1314,DE,2014,Natural Gas,2383.0
1315,DE,2013,Coal,575.0
1316,DE,2013,Wind,2.0
1317,DE,2013,Solar,28.3
1318,DE,2013,Petroleum,114.4
1319,DE,2013,Natural Gas,2253.0
1320,DE,2012,Solar,24.3
1321,DE,2012,Wind,2.0
1322,DE,2012,Coal,742.0
1323,DE,2012,Petroleum,105.4
1324,DE,2012,Natural Gas,2339.8
1325,DE,2011,Coal,794.0
1326,DE,2011,Wind,2.0
1327,DE,2011,Solar,12.5
1328,DE,2011,Petroleum,112.8
1329,DE,2011,Natural Gas,2295.0
1330,DE,2010,Coal,1054.0
1331,DE,2010,Natural Gas,1455.0
1332,DE,2010,Petroleum,562.8
1333,DE,2010,Wind,2.0
1334,DE,2009,Coal,1074.0
1335,DE,2009,Petroleum,556.8
1336,DE,2009,Natural Gas,1417.0
1337,DE,2008,Coal,1083.0
1338,DE,2008,Petroleum,556.8
1339,DE,2008,Natural Gas,1397.0
1340,DE,2007,Coal,1083.0
1341,DE,2007,Petroleum,698.0
1342,DE,2007,Natural Gas,1262.0
1343,DE,2006,Coal,1083.0
1344,DE,2006,Petroleum,695.0
1345,DE,2006,Natural Gas,1282.0
1346,DE,2005,Coal,1083.0
1347,DE,2005,Petroleum,695.0
1348,DE,2005,Natural Gas,1280.0
1349,DE,2004,Natural Gas,1357.0
1350,DE,2004,Coal,1070.0
1351,DE,2004,Petroleum,695.0
1352,DE,2003,Petroleum,745.0
1353,DE,2003,Coal,1052.0
1354,DE,2003,Natural Gas,1293.0
1355,DE,2002,Petroleum,745.0
1356,DE,2002,Coal,1050.0
1357,DE,2002,Natural Gas,1293.0
1358,DE,2001,Coal,1034.0
1359,DE,2001,Petroleum,1152.0
1360,DE,2001,Natural Gas,336.0
1361,DE,2000,Coal,1027.0
1362,DE,2000,Natural Gas,356.0
1363,DE,2000,Petroleum,748.0
1364,DE,1999,Natural Gas,336.0
1365,DE,1999,Petroleum,881.0
1366,DE,1999,Coal,1054.0
1367,DE,1998,Natural Gas,340.0
1368,DE,1998,Coal,1054.0
1369,DE,1998,Petroleum,881.0
1370,DE,1997,Petroleum,882.0
1371,DE,1997,Coal,1046.0
1372,DE,1997,Natural Gas,340.0
1373,DE,1996,Coal,954.0
1374,DE,1996,Natural Gas,340.0
1375,DE,1996,Petroleum,952.0
1376,DE,1995,Coal,947.0
1377,DE,1995,Petroleum,952.0
1378,DE,1995,Natural Gas,515.0
1379,DE,1994,Coal,968.0
1380,DE,1994,Petroleum,961.0
1381,DE,1994,Natural Gas,515.0
1382,DE,1993,Petroleum,961.0
1383,DE,1993,Coal,968.0
1384,DE,1993,Natural Gas,515.0
1385,DE,1992,Natural Gas,340.0
1386,DE,1992,Coal,968.0
1387,DE,1992,Petroleum,960.0
1388,DE,1991,Coal,968.0
1389,DE,1991,Petroleum,1038.0
1390,DE,1991,Natural Gas,331.0
1391,DE,1990,Coal,956.0
1392,DE,1990,Natural Gas,4.0
1393,DE,1990,Petroleum,992.0
1394,FL,2021,Coal,4776.0
1395,FL,2021,Solar,4951.8
1396,FL,2021,Petroleum,1719.2
1397,FL,2021,Nuclear,3666.0
1398,FL,2021,Natural Gas,47477.8
1399,FL,2021,Hydroelectric,43.5
1400,FL,2020,Coal,6635.0
1401,FL,2020,Solar,3788.3
1402,FL,2020,Petroleum,1686.6
1403,FL,2020,Nuclear,3666.0
1404,FL,2020,Natural Gas,44511.0
1405,FL,2020,Hydroelectric,43.5
1406,FL,2018,Natural Gas,39524.1
1407,FL,2018,Nuclear,3626.0
1408,FL,2018,Petroleum,3360.0
1409,FL,2018,Coal,7804.0
1410,FL,2018,Solar,1399.5
1411,FL,2018,Hydroelectric,54.5
1412,FL,2017,Natural Gas,38325.0
1413,FL,2017,Nuclear,3572.0
1414,FL,2017,Petroleum,5029.0
1415,FL,2017,Solar,513.9
1416,FL,2017,Coal,9822.0
1417,FL,2017,Hydroelectric,54.5
1418,FL,2016,Coal,9881.0
1419,FL,2016,Solar,326.5
1420,FL,2016,Petroleum,4974.0
1421,FL,2016,Nuclear,3572.0
1422,FL,2016,Natural Gas,37993.5
1423,FL,2016,Hydroelectric,54.5
1424,FL,2015,Coal,10591.0
1425,FL,2015,Solar,82.4
1426,FL,2015,Petroleum,5936.9
1427,FL,2015,Nuclear,3572.0
1428,FL,2015,Natural Gas,36761.7
1429,FL,2015,Hydroelectric,54.5
1430,FL,2014,Natural Gas,36453.9
1431,FL,2014,Nuclear,3572.0
1432,FL,2014,Hydroelectric,54.5
1433,FL,2014,Petroleum,7149.9
1434,FL,2014,Solar,72.9
1435,FL,2014,Coal,10177.0
1436,FL,2013,Natural Gas,35720.6
1437,FL,2013,Nuclear,3572.0
1438,FL,2013,Petroleum,7287.9
1439,FL,2013,Solar,66.4
1440,FL,2013,Coal,10117.0
1441,FL,2013,Hydroelectric,54.5
1442,FL,2012,Natural Gas,33657.0
1443,FL,2012,Nuclear,4175.0
1444,FL,2012,Petroleum,9532.8
1445,FL,2012,Solar,65.2
1446,FL,2012,Coal,10266.0
1447,FL,2012,Hydroelectric,54.5
1448,FL,2011,Coal,10204.0
1449,FL,2011,Solar,64.6
1450,FL,2011,Petroleum,10671.7
1451,FL,2011,Nuclear,3924.0
1452,FL,2011,Natural Gas,33331.5
1453,FL,2011,Hydroelectric,54.5
1454,FL,2010,Coal,10195.1
1455,FL,2010,Solar,47.5
1456,FL,2010,Natural Gas,31389.3
1457,FL,2010,Nuclear,3924.0
1458,FL,2010,Petroleum,12032.7
1459,FL,2010,Hydroelectric,54.5
1460,FL,2009,Coal,10261.1
1461,FL,2009,Solar,25.0
1462,FL,2009,Petroleum,12601.7
1463,FL,2009,Nuclear,3924.0
1464,FL,2009,Natural Gas,30841.8
1465,FL,2009,Hydroelectric,54.5
1466,FL,2008,Coal,10265.4
1467,FL,2008,Petroleum,13127.8
1468,FL,2008,Hydroelectric,54.5
1469,FL,2008,Natural Gas,26745.0
1470,FL,2008,Nuclear,3924.0
1471,FL,2007,Coal,10297.0
1472,FL,2007,Natural Gas,28190.0
1473,FL,2007,Nuclear,3902.0
1474,FL,2007,Petroleum,11671.0
1475,FL,2007,Hydroelectric,55.0
1476,FL,2006,Coal,10333.0
1477,FL,2006,Petroleum,11677.0
1478,FL,2006,Nuclear,3902.0
1479,FL,2006,Natural Gas,25942.0
1480,FL,2006,Hydroelectric,55.0
1481,FL,2005,Natural Gas,25848.0
1482,FL,2005,Nuclear,3902.0
